period,prefecture_code,people_transported
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,2
2011-06,12,2
2011-06,13,1
2011-06,14,0
2011-06,15,0
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,0
2011-06,23,2
2011-06,24,0
2011-06,26,0
2011-06,27,1
2011-06,28,1
2011-06,29,0
2011-06,30,0
2011-06,31,1
2011-06,32,0
2011-06,33,0
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,1
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,0
2011-06,47,3
2011-06,1,1
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,5,2
2011-06,6,0
2011-06,7,0
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,0
2011-06,12,0
2011-06,13,0
2011-06,14,0
2011-06,15,0
2011-06,17,0
2011-06,18,2
2011-06,20,0
2011-06,21,1
2011-06,22,0
2011-06,23,2
2011-06,24,0
2011-06,26,1
2011-06,27,2
2011-06,28,1
2011-06,29,0
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,3
2011-06,34,1
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,1
2011-06,44,1
2011-06,45,1
2011-06,46,0
2011-06,47,9
2011-06,1,0
2011-06,2,3
2011-06,3,1
2011-06,4,0
2011-06,5,2
2011-06,6,0
2011-06,7,1
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,0
2011-06,12,0
2011-06,13,1
2011-06,14,0
2011-06,15,2
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,2
2011-06,23,1
2011-06,24,0
2011-06,26,1
2011-06,27,0
2011-06,28,2
2011-06,29,0
2011-06,30,0
2011-06,31,0
2011-06,32,1
2011-06,33,0
2011-06,34,1
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,1
2011-06,46,1
2011-06,47,6
2011-06,1,9
2011-06,2,1
2011-06,3,1
2011-06,4,4
2011-06,5,4
2011-06,6,3
2011-06,7,2
2011-06,8,0
2011-06,9,0
2011-06,10,1
2011-06,11,4
2011-06,12,1
2011-06,13,1
2011-06,14,0
2011-06,15,3
2011-06,17,0
2011-06,18,0
2011-06,20,5
2011-06,21,0
2011-06,22,1
2011-06,23,2
2011-06,24,1
2011-06,25,1
2011-06,26,0
2011-06,27,1
2011-06,28,4
2011-06,29,0
2011-06,30,0
2011-06,31,1
2011-06,32,1
2011-06,33,1
2011-06,34,0
2011-06,35,0
2011-06,36,1
2011-06,37,0
2011-06,38,2
2011-06,39,0
2011-06,40,1
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,1
2011-06,47,11
2011-06,1,1
2011-06,2,1
2011-06,3,7
2011-06,4,0
2011-06,5,0
2011-06,6,2
2011-06,7,2
2011-06,8,0
2011-06,9,1
2011-06,10,2
2011-06,11,1
2011-06,12,7
2011-06,13,0
2011-06,14,1
2011-06,15,1
2011-06,17,0
2011-06,18,1
2011-06,20,0
2011-06,21,0
2011-06,22,1
2011-06,23,2
2011-06,24,0
2011-06,25,1
2011-06,26,0
2011-06,27,1
2011-06,28,0
2011-06,29,0
2011-06,30,0
2011-06,31,0
2011-06,32,2
2011-06,33,1
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,45,0
2011-06,46,1
2011-06,47,5
2011-06,1,10
2011-06,2,0
2011-06,3,0
2011-06,4,1
2011-06,5,0
2011-06,6,0
2011-06,7,0
2011-06,8,6
2011-06,9,1
2011-06,10,6
2011-06,11,9
2011-06,12,2
2011-06,13,9
2011-06,14,3
2011-06,15,1
2011-06,16,1
2011-06,17,0
2011-06,18,0
2011-06,19,1
2011-06,20,2
2011-06,21,3
2011-06,22,2
2011-06,23,8
2011-06,24,4
2011-06,25,2
2011-06,26,5
2011-06,27,8
2011-06,28,2
2011-06,29,3
2011-06,30,0
2011-06,31,1
2011-06,32,0
2011-06,33,3
2011-06,34,2
2011-06,35,3
2011-06,36,2
2011-06,37,1
2011-06,38,1
2011-06,39,1
2011-06,40,6
2011-06,41,1
2011-06,42,1
2011-06,43,2
2011-06,44,6
2011-06,45,0
2011-06,46,2
2011-06,47,3
2011-06,1,2
2011-06,2,2
2011-06,3,6
2011-06,4,13
2011-06,5,0
2011-06,6,4
2011-06,7,2
2011-06,8,24
2011-06,9,9
2011-06,10,19
2011-06,11,59
2011-06,12,25
2011-06,13,44
2011-06,14,42
2011-06,15,12
2011-06,16,2
2011-06,17,3
2011-06,18,2
2011-06,19,1
2011-06,20,4
2011-06,21,10
2011-06,22,22
2011-06,23,36
2011-06,24,6
2011-06,25,5
2011-06,26,5
2011-06,27,14
2011-06,28,16
2011-06,29,9
2011-06,30,5
2011-06,31,0
2011-06,32,1
2011-06,33,5
2011-06,34,3
2011-06,35,4
2011-06,36,1
2011-06,37,3
2011-06,38,6
2011-06,39,10
2011-06,40,8
2011-06,41,5
2011-06,42,1
2011-06,43,24
2011-06,44,0
2011-06,45,3
2011-06,46,12
2011-06,47,3
2011-06,1,0
2011-06,2,2
2011-06,3,3
2011-06,4,1
2011-06,5,0
2011-06,6,1
2011-06,7,2
2011-06,8,18
2011-06,9,6
2011-06,10,17
2011-06,11,64
2011-06,12,9
2011-06,13,26
2011-06,14,24
2011-06,15,2
2011-06,16,4
2011-06,17,2
2011-06,18,3
2011-06,19,1
2011-06,20,2
2011-06,21,10
2011-06,22,14
2011-06,23,93
2011-06,24,27
2011-06,25,6
2011-06,26,10
2011-06,27,38
2011-06,28,26
2011-06,29,11
2011-06,30,12
2011-06,31,6
2011-06,32,2
2011-06,33,21
2011-06,34,7
2011-06,35,4
2011-06,36,6
2011-06,37,11
2011-06,38,6
2011-06,39,8
2011-06,40,30
2011-06,41,4
2011-06,42,4
2011-06,43,18
2011-06,44,24
2011-06,45,19
2011-06,46,14
2011-06,47,2
2011-06,1,0
2011-06,2,0
2011-06,3,0
2011-06,4,5
2011-06,5,0
2011-06,6,0
2011-06,7,10
2011-06,8,20
2011-06,9,30
2011-06,10,35
2011-06,11,133
2011-06,12,12
2011-06,13,62
2011-06,14,30
2011-06,15,4
2011-06,17,3
2011-06,18,2
2011-06,19,10
2011-06,20,3
2011-06,21,4
2011-06,22,19
2011-06,23,84
2011-06,24,22
2011-06,25,7
2011-06,26,23
2011-06,27,62
2011-06,28,38
2011-06,29,15
2011-06,30,8
2011-06,31,2
2011-06,32,2
2011-06,33,18
2011-06,34,18
2011-06,35,6
2011-06,36,8
2011-06,37,10
2011-06,38,23
2011-06,39,4
2011-06,40,39
2011-06,41,10
2011-06,42,7
2011-06,43,22
2011-06,44,17
2011-06,45,10
2011-06,46,22
2011-06,47,0
2011-06,1,0
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,6,0
2011-06,7,1
2011-06,8,1
2011-06,9,2
2011-06,10,7
2011-06,11,13
2011-06,12,7
2011-06,13,17
2011-06,14,28
2011-06,15,0
2011-06,17,0
2011-06,18,5
2011-06,19,4
2011-06,20,2
2011-06,21,19
2011-06,22,32
2011-06,23,125
2011-06,24,34
2011-06,25,9
2011-06,26,48
2011-06,27,63
2011-06,28,56
2011-06,29,26
2011-06,30,19
2011-06,31,2
2011-06,32,2
2011-06,33,42
2011-06,34,33
2011-06,35,2
2011-06,36,15
2011-06,37,15
2011-06,38,19
2011-06,39,8
2011-06,40,32
2011-06,41,13
2011-06,42,8
2011-06,43,23
2011-06,44,10
2011-06,45,1
2011-06,46,2
2011-06,47,0
2011-06,1,7
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,6,0
2011-06,7,0
2011-06,8,0
2011-06,9,1
2011-06,10,1
2011-06,11,3
2011-06,12,1
2011-06,13,2
2011-06,14,8
2011-06,15,0
2011-06,17,2
2011-06,18,3
2011-06,19,4
2011-06,20,3
2011-06,21,4
2011-06,22,9
2011-06,23,45
2011-06,24,17
2011-06,25,13
2011-06,26,27
2011-06,27,63
2011-06,28,22
2011-06,29,13
2011-06,30,13
2011-06,31,1
2011-06,32,0
2011-06,33,12
2011-06,34,6
2011-06,35,2
2011-06,36,0
2011-06,37,9
2011-06,38,3
2011-06,39,2
2011-06,40,5
2011-06,41,0
2011-06,42,3
2011-06,43,3
2011-06,44,3
2011-06,45,1
2011-06,46,1
2011-06,47,3
2011-06,1,3
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,6,0
2011-06,7,0
2011-06,8,0
2011-06,9,2
2011-06,10,3
2011-06,11,4
2011-06,12,4
2011-06,13,0
2011-06,14,3
2011-06,15,2
2011-06,16,2
2011-06,17,2
2011-06,18,3
2011-06,19,1
2011-06,20,2
2011-06,21,7
2011-06,22,6
2011-06,23,39
2011-06,24,9
2011-06,25,12
2011-06,26,10
2011-06,27,35
2011-06,28,16
2011-06,29,7
2011-06,30,13
2011-06,31,0
2011-06,32,0
2011-06,33,8
2011-06,34,2
2011-06,35,1
2011-06,36,2
2011-06,37,3
2011-06,38,4
2011-06,39,3
2011-06,40,4
2011-06,41,1
2011-06,42,1
2011-06,43,4
2011-06,44,1
2011-06,45,1
2011-06,46,8
2011-06,47,3
2011-06,1,0
2011-06,2,2
2011-06,3,1
2011-06,4,6
2011-06,5,2
2011-06,6,0
2011-06,7,1
2011-06,8,14
2011-06,9,14
2011-06,10,20
2011-06,11,62
2011-06,12,52
2011-06,13,49
2011-06,14,39
2011-06,15,3
2011-06,16,2
2011-06,17,2
2011-06,18,2
2011-06,19,5
2011-06,20,12
2011-06,21,10
2011-06,22,22
2011-06,23,80
2011-06,24,28
2011-06,25,22
2011-06,26,36
2011-06,27,47
2011-06,28,30
2011-06,29,11
2011-06,30,14
2011-06,31,3
2011-06,32,1
2011-06,33,8
2011-06,34,13
2011-06,35,5
2011-06,36,4
2011-06,37,8
2011-06,38,17
2011-06,39,5
2011-06,40,21
2011-06,41,3
2011-06,42,5
2011-06,43,12
2011-06,44,8
2011-06,45,6
2011-06,46,14
2011-06,47,9
2011-06,1,10
2011-06,2,2
2011-06,3,3
2011-06,4,13
2011-06,5,0
2011-06,6,9
2011-06,7,13
2011-06,8,22
2011-06,9,16
2011-06,10,32
2011-06,11,113
2011-06,12,68
2011-06,13,117
2011-06,14,81
2011-06,15,6
2011-06,16,6
2011-06,17,5
2011-06,18,6
2011-06,19,10
2011-06,20,21
2011-06,21,35
2011-06,22,56
2011-06,23,105
2011-06,24,31
2011-06,25,17
2011-06,26,43
2011-06,27,76
2011-06,28,60
2011-06,29,15
2011-06,30,25
2011-06,31,3
2011-06,32,6
2011-06,33,18
2011-06,34,11
2011-06,35,11
2011-06,36,3
2011-06,37,12
2011-06,38,9
2011-06,39,6
2011-06,40,35
2011-06,41,1
2011-06,42,8
2011-06,43,12
2011-06,44,11
2011-06,45,8
2011-06,46,11
2011-06,47,5
2011-06,1,5
2011-06,2,0
2011-06,3,5
2011-06,4,26
2011-06,5,0
2011-06,6,11
2011-06,7,6
2011-06,8,20
2011-06,9,11
2011-06,10,17
2011-06,11,46
2011-06,12,65
2011-06,13,61
2011-06,14,51
2011-06,15,11
2011-06,16,4
2011-06,17,10
2011-06,18,7
2011-06,19,16
2011-06,20,13
2011-06,21,24
2011-06,22,34
2011-06,23,113
2011-06,24,38
2011-06,25,9
2011-06,26,24
2011-06,27,99
2011-06,28,44
2011-06,29,19
2011-06,30,19
2011-06,31,6
2011-06,32,4
2011-06,33,12
2011-06,34,23
2011-06,35,4
2011-06,36,4
2011-06,37,6
2011-06,38,6
2011-06,39,7
2011-06,40,24
2011-06,41,4
2011-06,42,3
2011-06,43,7
2011-06,44,7
2011-06,45,7
2011-06,46,8
2011-06,47,6
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,0
2010-06,6,0
2010-06,7,3
2010-06,8,0
2010-06,9,0
2010-06,10,0
2010-06,11,1
2010-06,12,1
2010-06,13,0
2010-06,14,0
2010-06,15,0
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,19,1
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,4
2010-06,24,0
2010-06,26,0
2010-06,27,0
2010-06,28,1
2010-06,29,0
2010-06,32,0
2010-06,33,1
2010-06,34,2
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,1
2010-06,6,1
2010-06,7,1
2010-06,8,0
2010-06,9,0
2010-06,10,0
2010-06,11,2
2010-06,12,1
2010-06,13,1
2010-06,14,0
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,0
2010-06,21,0
2010-06,22,1
2010-06,23,5
2010-06,24,2
2010-06,26,0
2010-06,27,2
2010-06,28,0
2010-06,29,1
2010-06,30,1
2010-06,32,0
2010-06,33,1
2010-06,34,1
2010-06,35,0
2010-06,36,1
2010-06,37,1
2010-06,38,0
2010-06,39,0
2010-06,40,5
2010-06,41,0
2010-06,42,1
2010-06,43,0
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,1
2010-06,5,0
2010-06,6,0
2010-06,7,4
2010-06,8,0
2010-06,9,1
2010-06,10,0
2010-06,11,3
2010-06,12,4
2010-06,13,1
2010-06,14,0
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,1
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,10
2010-06,24,0
2010-06,25,2
2010-06,26,1
2010-06,27,2
2010-06,28,3
2010-06,29,0
2010-06,30,0
2010-06,32,1
2010-06,33,1
2010-06,34,3
2010-06,35,2
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,1
2010-06,42,1
2010-06,43,1
2010-06,44,1
2010-06,45,0
2010-06,46,1
2010-06,47,0
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,0
2010-06,6,0
2010-06,7,2
2010-06,8,0
2010-06,9,1
2010-06,10,1
2010-06,11,2
2010-06,12,2
2010-06,13,3
2010-06,14,0
2010-06,15,1
2010-06,16,0
2010-06,17,1
2010-06,18,0
2010-06,20,1
2010-06,21,0
2010-06,22,1
2010-06,23,7
2010-06,24,1
2010-06,25,1
2010-06,26,0
2010-06,27,2
2010-06,28,1
2010-06,29,0
2010-06,30,0
2010-06,31,1
2010-06,32,0
2010-06,33,2
2010-06,34,0
2010-06,35,1
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,1
2010-06,45,0
2010-06,46,1
2010-06,47,0
2010-06,1,0
2010-06,2,0
2010-06,3,1
2010-06,4,0
2010-06,5,1
2010-06,6,0
2010-06,7,3
2010-06,8,0
2010-06,9,0
2010-06,10,0
2010-06,11,0
2010-06,12,0
2010-06,13,2
2010-06,14,0
2010-06,15,2
2010-06,16,0
2010-06,17,1
2010-06,18,1
2010-06,20,3
2010-06,21,0
2010-06,22,2
2010-06,23,5
2010-06,24,0
2010-06,26,1
2010-06,27,4
2010-06,28,3
2010-06,29,4
2010-06,30,0
2010-06,32,1
2010-06,33,2
2010-06,34,3
2010-06,35,1
2010-06,36,1
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,3
2010-06,42,0
2010-06,43,2
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,5
2010-06,2,0
2010-06,3,1
2010-06,4,1
2010-06,5,0
2010-06,6,6
2010-06,7,1
2010-06,8,1
2010-06,9,2
2010-06,10,0
2010-06,11,3
2010-06,12,1
2010-06,13,6
2010-06,14,2
2010-06,15,1
2010-06,16,0
2010-06,17,2
2010-06,18,0
2010-06,19,1
2010-06,20,1
2010-06,21,1
2010-06,22,2
2010-06,23,4
2010-06,24,0
2010-06,26,1
2010-06,27,8
2010-06,28,5
2010-06,29,2
2010-06,30,0
2010-06,32,1
2010-06,33,1
2010-06,34,0
2010-06,35,2
2010-06,36,1
2010-06,37,1
2010-06,38,1
2010-06,39,2
2010-06,40,2
2010-06,41,3
2010-06,42,2
2010-06,43,1
2010-06,44,1
2010-06,45,1
2010-06,46,2
2010-06,47,0
2010-06,1,0
2010-06,2,0
2010-06,3,1
2010-06,4,1
2010-06,5,1
2010-06,6,0
2010-06,7,0
2010-06,8,2
2010-06,9,3
2010-06,10,0
2010-06,11,2
2010-06,12,1
2010-06,13,3
2010-06,14,1
2010-06,15,2
2010-06,16,0
2010-06,17,1
2010-06,18,0
2010-06,20,1
2010-06,21,0
2010-06,22,3
2010-06,23,2
2010-06,24,0
2010-06,26,0
2010-06,27,0
2010-06,28,1
2010-06,29,0
2010-06,30,1
2010-06,32,0
2010-06,33,0
2010-06,34,1
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,1
2010-06,42,0
2010-06,43,0
2010-06,44,1
2010-06,45,0
2010-06,46,0
2010-06,47,1
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,1
2010-06,6,1
2010-06,7,0
2010-06,8,0
2010-06,9,0
2010-06,10,0
2010-06,11,0
2010-06,12,0
2010-06,13,0
2010-06,14,0
2010-06,15,0
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,3
2010-06,24,0
2010-06,26,0
2010-06,27,0
2010-06,28,0
2010-06,29,0
2010-06,30,0
2010-06,32,0
2010-06,33,0
2010-06,34,1
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,1
2010-06,41,0
2010-06,42,0
2010-06,43,1
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,1
2010-06,1,0
2010-06,2,0
2010-06,3,1
2010-06,4,0
2010-06,5,0
2010-06,6,3
2010-06,7,3
2010-06,8,1
2010-06,9,1
2010-06,10,0
2010-06,11,0
2010-06,12,0
2010-06,13,1
2010-06,14,0
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,6
2010-06,24,0
2010-06,26,0
2010-06,27,3
2010-06,28,0
2010-06,29,0
2010-06,30,0
2010-06,32,0
2010-06,33,2
2010-06,34,0
2010-06,35,1
2010-06,36,0
2010-06,37,0
2010-06,38,3
2010-06,39,0
2010-06,40,3
2010-06,41,0
2010-06,42,0
2010-06,43,1
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,1
2010-06,1,2
2010-06,2,0
2010-06,3,0
2010-06,4,2
2010-06,5,1
2010-06,6,1
2010-06,7,2
2010-06,8,1
2010-06,9,1
2010-06,10,0
2010-06,11,2
2010-06,12,1
2010-06,13,4
2010-06,14,2
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,19,1
2010-06,20,0
2010-06,21,4
2010-06,22,0
2010-06,23,4
2010-06,24,1
2010-06,25,1
2010-06,26,2
2010-06,27,2
2010-06,28,2
2010-06,29,1
2010-06,30,1
2010-06,32,1
2010-06,33,4
2010-06,34,5
2010-06,35,1
2010-06,36,2
2010-06,37,1
2010-06,38,3
2010-06,39,0
2010-06,40,1
2010-06,41,1
2010-06,42,0
2010-06,43,0
2010-06,44,3
2010-06,45,0
2010-06,46,2
2010-06,47,0
2010-06,1,3
2010-06,2,1
2010-06,3,0
2010-06,4,0
2010-06,5,1
2010-06,6,2
2010-06,7,1
2010-06,8,0
2010-06,9,1
2010-06,10,2
2010-06,11,3
2010-06,12,1
2010-06,13,1
2010-06,14,0
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,0
2010-06,21,3
2010-06,22,1
2010-06,23,2
2010-06,24,1
2010-06,25,5
2010-06,26,1
2010-06,27,6
2010-06,28,3
2010-06,29,0
2010-06,32,0
2010-06,33,4
2010-06,34,3
2010-06,35,1
2010-06,36,0
2010-06,37,2
2010-06,38,1
2010-06,39,2
2010-06,40,6
2010-06,41,2
2010-06,42,3
2010-06,43,4
2010-06,44,1
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,4
2010-06,2,1
2010-06,3,2
2010-06,4,1
2010-06,5,1
2010-06,6,0
2010-06,7,1
2010-06,8,4
2010-06,9,5
2010-06,10,4
2010-06,11,7
2010-06,12,5
2010-06,13,5
2010-06,14,5
2010-06,15,9
2010-06,16,1
2010-06,17,3
2010-06,18,0
2010-06,20,3
2010-06,21,3
2010-06,22,2
2010-06,23,9
2010-06,24,4
2010-06,25,2
2010-06,26,5
2010-06,27,5
2010-06,28,8
2010-06,29,0
2010-06,30,1
2010-06,31,1
2010-06,32,0
2010-06,33,5
2010-06,34,2
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,1
2010-06,39,0
2010-06,40,4
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,1
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,10
2010-06,2,1
2010-06,3,1
2010-06,4,1
2010-06,5,1
2010-06,6,5
2010-06,7,3
2010-06,8,4
2010-06,9,0
2010-06,10,0
2010-06,11,3
2010-06,12,0
2010-06,13,2
2010-06,14,2
2010-06,15,4
2010-06,16,1
2010-06,17,0
2010-06,18,0
2010-06,20,1
2010-06,21,1
2010-06,22,0
2010-06,23,0
2010-06,24,0
2010-06,26,0
2010-06,27,0
2010-06,28,1
2010-06,29,0
2010-06,32,1
2010-06,33,0
2010-06,34,0
2010-06,35,0
2010-06,36,2
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,1
2010-06,41,1
2010-06,42,0
2010-06,43,2
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,1
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,0
2010-06,6,0
2010-06,7,0
2010-06,8,0
2010-06,9,0
2010-06,10,0
2010-06,11,0
2010-06,12,0
2010-06,14,0
2010-06,15,0
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,3
2010-06,24,0
2010-06,26,0
2010-06,27,3
2010-06,28,2
2010-06,29,1
2010-06,32,0
2010-06,33,0
2010-06,34,1
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,3
2010-06,41,2
2010-06,42,0
2010-06,43,1
2010-06,44,1
2010-06,45,0
2010-06,46,0
2010-06,47,0
2010-06,1,3
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,2
2010-06,6,2
2010-06,7,0
2010-06,8,0
2010-06,9,6
2010-06,10,2
2010-06,11,9
2010-06,12,4
2010-06,13,3
2010-06,14,1
2010-06,15,3
2010-06,16,0
2010-06,17,1
2010-06,18,0
2010-06,20,0
2010-06,21,1
2010-06,22,2
2010-06,23,5
2010-06,24,0
2010-06,26,0
2010-06,27,1
2010-06,28,0
2010-06,29,0
2010-06,32,0
2010-06,33,0
2010-06,34,0
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,2
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,0
2010-06,45,1
2010-06,46,0
2010-06,47,0
2010-06,1,2
2010-06,2,0
2010-06,3,0
2010-06,4,1
2010-06,5,0
2010-06,6,0
2010-06,7,0
2010-06,8,1
2010-06,9,2
2010-06,10,1
2010-06,11,8
2010-06,12,2
2010-06,13,10
2010-06,14,7
2010-06,15,0
2010-06,16,1
2010-06,17,0
2010-06,18,0
2010-06,20,2
2010-06,21,1
2010-06,22,4
2010-06,23,9
2010-06,24,1
2010-06,25,1
2010-06,26,3
2010-06,27,3
2010-06,28,2
2010-06,29,0
2010-06,30,3
2010-06,32,0
2010-06,33,4
2010-06,34,6
2010-06,35,1
2010-06,36,0
2010-06,37,2
2010-06,38,1
2010-06,39,1
2010-06,40,6
2010-06,41,0
2010-06,42,3
2010-06,43,2
2010-06,44,2
2010-06,45,2
2010-06,46,4
2010-06,47,1
2010-06,1,0
2010-06,2,1
2010-06,3,2
2010-06,4,5
2010-06,5,3
2010-06,6,2
2010-06,7,3
2010-06,8,5
2010-06,9,4
2010-06,10,1
2010-06,11,11
2010-06,12,9
2010-06,13,19
2010-06,14,3
2010-06,15,2
2010-06,16,1
2010-06,17,3
2010-06,18,0
2010-06,19,1
2010-06,20,3
2010-06,21,6
2010-06,22,6
2010-06,23,18
2010-06,24,5
2010-06,25,2
2010-06,26,14
2010-06,27,14
2010-06,28,8
2010-06,29,4
2010-06,30,1
2010-06,32,0
2010-06,33,7
2010-06,34,2
2010-06,35,3
2010-06,36,1
2010-06,37,0
2010-06,38,1
2010-06,39,1
2010-06,40,4
2010-06,41,1
2010-06,42,0
2010-06,43,4
2010-06,44,2
2010-06,45,1
2010-06,46,0
2010-06,47,0
2010-06,1,1
2010-06,2,0
2010-06,3,1
2010-06,4,0
2010-06,5,2
2010-06,6,1
2010-06,7,3
2010-06,8,0
2010-06,9,1
2010-06,10,0
2010-06,11,6
2010-06,12,1
2010-06,13,2
2010-06,14,2
2010-06,15,0
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,19,1
2010-06,20,1
2010-06,21,0
2010-06,22,1
2010-06,23,1
2010-06,24,0
2010-06,25,1
2010-06,26,0
2010-06,27,1
2010-06,28,5
2010-06,29,0
2010-06,32,0
2010-06,33,1
2010-06,34,1
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,0
2010-06,42,1
2010-06,43,0
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,4
2010-06,1,4
2010-06,2,2
2010-06,3,1
2010-06,4,0
2010-06,5,1
2010-06,6,2
2010-06,7,1
2010-06,8,2
2010-06,9,0
2010-06,10,1
2010-06,11,19
2010-06,12,2
2010-06,13,6
2010-06,14,3
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,2
2010-06,21,2
2010-06,22,4
2010-06,23,6
2010-06,24,1
2010-06,26,0
2010-06,27,5
2010-06,28,1
2010-06,29,3
2010-06,32,0
2010-06,33,4
2010-06,34,2
2010-06,35,0
2010-06,36,0
2010-06,37,1
2010-06,38,5
2010-06,39,0
2010-06,40,3
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,3
2010-06,45,1
2010-06,46,0
2010-06,47,2
2010-06,1,2
2010-06,2,0
2010-06,3,1
2010-06,4,2
2010-06,5,0
2010-06,6,1
2010-06,7,19
2010-06,8,1
2010-06,9,2
2010-06,10,1
2010-06,11,4
2010-06,12,3
2010-06,13,3
2010-06,14,2
2010-06,15,2
2010-06,16,1
2010-06,17,1
2010-06,18,2
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,7
2010-06,24,0
2010-06,25,2
2010-06,26,1
2010-06,27,3
2010-06,28,5
2010-06,29,0
2010-06,31,1
2010-06,32,2
2010-06,33,1
2010-06,34,0
2010-06,35,0
