period,prefecture_code,people_transported
2012-06,44,1
2012-06,45,3
2012-06,47,2
2012-06,1,3
2012-06,2,0
2012-06,3,0
2012-06,4,0
2012-06,6,3
2012-06,7,1
2012-06,8,3
2012-06,9,2
2012-06,10,3
2012-06,11,4
2012-06,12,1
2012-06,13,9
2012-06,14,7
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,1
2012-06,21,1
2012-06,22,2
2012-06,23,8
2012-06,24,1
2012-06,26,1
2012-06,27,9
2012-06,28,2
2012-06,29,0
2012-06,30,0
2012-06,31,0
2012-06,32,2
2012-06,33,2
2012-06,34,6
2012-06,35,1
2012-06,36,3
2012-06,37,0
2012-06,38,3
2012-06,39,0
2012-06,40,4
2012-06,41,1
2012-06,42,1
2012-06,43,6
2012-06,44,3
2012-06,45,1
2012-06,46,2
2012-06,47,3
2012-06,1,1
2012-06,2,0
2012-06,3,1
2012-06,4,1
2012-06,5,2
2012-06,6,1
2012-06,7,1
2012-06,8,0
2012-06,9,0
2012-06,10,0
2012-06,11,1
2012-06,12,1
2012-06,13,0
2012-06,14,0
2012-06,15,1
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,0
2012-06,22,0
2012-06,23,0
2012-06,24,0
2012-06,26,3
2012-06,27,0
2012-06,28,2
2012-06,29,0
2012-06,30,1
2012-06,31,0
2012-06,32,1
2012-06,33,1
2012-06,34,1
2012-06,35,1
2012-06,36,2
2012-06,37,0
2012-06,38,3
2012-06,39,0
2012-06,40,0
2012-06,41,0
2012-06,42,0
2012-06,43,3
2012-06,44,1
2012-06,45,0
2012-06,47,3
2012-06,1,0
2012-06,2,0
2012-06,3,0
2012-06,5,1
2012-06,6,0
2012-06,7,0
2012-06,8,0
2012-06,9,0
2012-06,10,0
2012-06,11,0
2012-06,12,0
2012-06,13,0
2012-06,14,0
2012-06,15,1
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,0
2012-06,22,0
2012-06,23,0
2012-06,24,0
2012-06,26,0
2012-06,27,0
2012-06,28,0
2012-06,29,1
2012-06,30,0
2012-06,31,0
2012-06,32,1
2012-06,33,1
2012-06,34,1
2012-06,35,0
2012-06,36,0
2012-06,37,0
2012-06,38,0
2012-06,39,0
2012-06,40,2
2012-06,41,1
2012-06,42,1
2012-06,43,0
2012-06,44,3
2012-06,45,0
2012-06,47,0
2012-06,1,0
2012-06,2,0
2012-06,3,0
2012-06,6,0
2012-06,7,0
2012-06,8,0
2012-06,9,0
2012-06,10,0
2012-06,11,0
2012-06,12,2
2012-06,13,0
2012-06,14,0
2012-06,17,0
2012-06,18,0
2012-06,20,0
2012-06,22,0
2012-06,23,0
2012-06,24,0
2012-06,26,2
2012-06,27,0
2012-06,28,5
2012-06,29,0
2012-06,30,0
2012-06,31,0
2012-06,32,0
2012-06,33,1
2012-06,34,2
2012-06,35,0
2012-06,36,0
2012-06,37,1
2012-06,38,1
2012-06,39,0
2012-06,40,4
2012-06,41,1
2012-06,42,1
2012-06,43,6
2012-06,44,3
2012-06,45,2
2012-06,46,1
2012-06,47,2
2012-06,1,0
2012-06,2,0
2012-06,3,0
2012-06,5,1
2012-06,6,1
2012-06,7,0
2012-06,8,1
2012-06,9,0
2012-06,10,0
2012-06,11,1
2012-06,12,1
2012-06,13,6
2012-06,14,0
2012-06,15,3
2012-06,16,1
2012-06,17,23
2012-06,18,0
2012-06,20,5
2012-06,21,3
2012-06,22,0
2012-06,23,5
2012-06,24,2
2012-06,25,1
2012-06,26,5
2012-06,27,7
2012-06,28,6
2012-06,29,0
2012-06,30,1
2012-06,31,2
2012-06,32,2
2012-06,33,10
2012-06,34,2
2012-06,35,2
2012-06,36,0
2012-06,37,2
2012-06,38,0
2012-06,39,1
2012-06,40,9
2012-06,41,2
2012-06,42,3
2012-06,43,6
2012-06,44,0
2012-06,45,0
2012-06,46,1
2012-06,47,0
2012-06,1,0
2012-06,2,0
2012-06,3,0
2012-06,5,1
2012-06,6,1
2012-06,7,2
2012-06,8,1
2012-06,9,0
2012-06,10,2
2012-06,11,4
2012-06,12,1
2012-06,13,3
2012-06,14,2
2012-06,16,0
2012-06,17,4
2012-06,18,0
2012-06,19,1
2012-06,20,2
2012-06,22,0
2012-06,23,0
2012-06,24,0
2012-06,25,1
2012-06,26,0
2012-06,27,1
2012-06,28,0
2012-06,29,1
2012-06,30,0
2012-06,31,0
2012-06,32,1
2012-06,33,4
2012-06,34,2
2012-06,35,1
2012-06,36,0
2012-06,37,0
2012-06,38,0
2012-06,39,0
2012-06,41,0
2012-06,42,0
2012-06,43,2
2012-06,44,0
2012-06,45,0
2012-06,46,0
2012-06,47,4
2012-06,1,0
2012-06,2,0
2012-06,3,0
2012-06,6,0
2012-06,7,1
2012-06,8,0
2012-06,9,0
2012-06,10,0
2012-06,11,0
2012-06,12,0
2012-06,13,0
2012-06,14,1
2012-06,15,1
2012-06,16,0
2012-06,17,1
2012-06,18,0
2012-06,20,0
2012-06,22,1
2012-06,23,0
2012-06,24,0
2012-06,26,1
2012-06,27,0
2012-06,28,0
2012-06,29,0
2012-06,30,0
2012-06,31,0
2012-06,32,0
2012-06,33,0
2012-06,34,1
2012-06,35,0
2012-06,36,1
2012-06,37,2
2012-06,38,0
2012-06,39,1
2012-06,41,0
2012-06,42,0
2012-06,43,0
2012-06,44,0
2012-06,45,0
2012-06,46,2
2012-06,47,6
2012-06,1,0
2012-06,2,1
2012-06,3,1
2012-06,4,2
2012-06,6,0
2012-06,7,1
2012-06,8,1
2012-06,9,8
2012-06,10,3
2012-06,11,7
2012-06,12,2
2012-06,13,5
2012-06,14,2
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,2
2012-06,21,1
2012-06,22,3
2012-06,23,7
2012-06,24,0
2012-06,26,5
2012-06,27,6
2012-06,28,5
2012-06,29,1
2012-06,30,2
2012-06,31,2
2012-06,32,1
2012-06,33,6
2012-06,34,2
2012-06,35,2
2012-06,36,0
2012-06,37,1
2012-06,38,2
2012-06,39,6
2012-06,40,7
2012-06,41,2
2012-06,42,0
2012-06,43,2
2012-06,44,6
2012-06,45,1
2012-06,46,3
2012-06,47,5
2012-06,1,1
2012-06,2,1
2012-06,3,1
2012-06,4,2
2012-06,6,1
2012-06,7,4
2012-06,8,2
2012-06,9,6
2012-06,10,5
2012-06,11,5
2012-06,12,2
2012-06,13,3
2012-06,14,3
2012-06,15,3
2012-06,16,0
2012-06,17,2
2012-06,18,1
2012-06,20,2
2012-06,21,2
2012-06,22,2
2012-06,23,7
2012-06,24,1
2012-06,25,1
2012-06,26,1
2012-06,27,5
2012-06,28,5
2012-06,29,2
2012-06,30,1
2012-06,31,1
2012-06,32,1
2012-06,33,1
2012-06,34,3
2012-06,35,0
2012-06,36,2
2012-06,37,1
2012-06,38,1
2012-06,39,2
2012-06,40,0
2012-06,41,0
2012-06,42,0
2012-06,43,0
2012-06,44,1
2012-06,45,1
2012-06,46,1
2012-06,47,0
2012-06,1,1
2012-06,2,0
2012-06,3,0
2012-06,6,0
2012-06,7,0
2012-06,8,0
2012-06,9,0
2012-06,10,0
2012-06,11,1
2012-06,12,1
2012-06,13,1
2012-06,14,0
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,0
2012-06,22,0
2012-06,23,0
2012-06,24,1
2012-06,26,0
2012-06,27,1
2012-06,28,0
2012-06,29,0
2012-06,30,2
2012-06,31,0
2012-06,32,0
2012-06,33,0
2012-06,34,0
2012-06,35,0
2012-06,36,0
2012-06,37,0
2012-06,38,0
2012-06,39,0
2012-06,40,1
2012-06,41,0
2012-06,42,0
2012-06,43,2
2012-06,44,0
2012-06,45,0
2012-06,46,3
2012-06,47,0
2012-06,1,0
2012-06,2,0
2012-06,3,0
2012-06,4,1
2012-06,6,0
2012-06,7,0
2012-06,8,7
2012-06,9,3
2012-06,10,4
2012-06,11,15
2012-06,12,6
2012-06,13,4
2012-06,14,5
2012-06,16,1
2012-06,17,0
2012-06,18,0
2012-06,19,2
2012-06,20,1
2012-06,22,2
2012-06,23,2
2012-06,24,0
2012-06,26,0
2012-06,27,3
2012-06,28,2
2012-06,29,0
2012-06,30,0
2012-06,31,0
2012-06,32,0
2012-06,33,1
2012-06,34,2
2012-06,35,0
2012-06,36,0
2012-06,37,0
2012-06,38,0
2012-06,39,1
2012-06,40,2
2012-06,41,0
2012-06,42,0
2012-06,43,0
2012-06,44,1
2012-06,45,1
2012-06,46,1
2012-06,47,3
2012-06,1,1
2012-06,2,0
2012-06,3,0
2012-06,4,6
2012-06,6,0
2012-06,7,1
2012-06,8,4
2012-06,9,1
2012-06,10,3
2012-06,11,5
2012-06,12,0
2012-06,13,1
2012-06,14,3
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,0
2012-06,22,0
2012-06,23,1
2012-06,24,0
2012-06,26,1
2012-06,27,0
2012-06,28,2
2012-06,29,0
2012-06,30,0
2012-06,31,0
2012-06,32,0
2012-06,33,0
2012-06,34,1
2012-06,35,0
2012-06,36,0
2012-06,37,0
2012-06,38,1
2012-06,39,0
2012-06,40,0
2012-06,41,0
2012-06,42,1
2012-06,43,0
2012-06,44,0
2012-06,45,0
2012-06,46,0
2012-06,47,3
2012-06,1,0
2012-06,2,0
2012-06,3,2
2012-06,6,0
2012-06,7,0
2012-06,8,0
2012-06,9,2
2012-06,10,2
2012-06,11,4
2012-06,12,0
2012-06,13,1
2012-06,14,1
2012-06,17,1
2012-06,18,0
2012-06,20,1
2012-06,22,1
2012-06,23,2
2012-06,24,0
2012-06,26,1
2012-06,27,0
2012-06,28,2
2012-06,29,0
2012-06,30,1
2012-06,31,0
2012-06,32,0
2012-06,33,3
2012-06,34,2
2012-06,35,1
2012-06,36,0
2012-06,37,1
2012-06,38,0
2012-06,39,4
2012-06,40,0
2012-06,41,1
2012-06,42,1
2012-06,43,7
2012-06,44,4
2012-06,45,5
2012-06,46,5
2012-06,47,1
2012-06,1,1
2012-06,2,0
2012-06,3,0
2012-06,4,2
2012-06,6,0
2012-06,7,1
2012-06,8,4
2012-06,9,0
2012-06,10,2
2012-06,11,5
2012-06,12,1
2012-06,13,5
2012-06,14,3
2012-06,17,1
2012-06,18,0
2012-06,19,1
2012-06,20,1
2012-06,21,1
2012-06,22,2
2012-06,23,16
2012-06,24,1
2012-06,25,1
2012-06,26,1
2012-06,27,3
2012-06,28,3
2012-06,29,0
2012-06,30,3
2012-06,31,0
2012-06,32,0
2012-06,33,3
2012-06,34,3
2012-06,35,2
2012-06,36,1
2012-06,37,1
2012-06,38,1
2012-06,39,0
2012-06,40,0
2012-06,41,1
2012-06,42,1
2012-06,43,0
2012-06,44,2
2012-06,45,0
2012-06,46,0
2012-06,47,7
2012-06,1,1
2012-06,2,0
2012-06,3,0
2012-06,5,2
2012-06,6,0
2012-06,7,1
2012-06,8,2
2012-06,9,5
2012-06,10,3
2012-06,11,5
2012-06,12,3
2012-06,13,4
2012-06,14,2
2012-06,15,1
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,3
2012-06,21,4
2012-06,22,0
2012-06,23,10
2012-06,24,1
2012-06,26,0
2012-06,27,1
2012-06,28,3
2012-06,29,3
2012-06,30,0
2012-06,31,0
2012-06,32,0
2012-06,33,1
2012-06,34,0
2012-06,35,0
2012-06,36,1
2012-06,37,0
2012-06,38,0
2012-06,39,1
2012-06,40,2
2012-06,41,0
2012-06,42,0
2012-06,43,0
2012-06,44,1
2012-06,45,0
2012-06,46,1
2012-06,47,3
2012-06,1,4
2012-06,2,1
2012-06,3,2
2012-06,6,0
2012-06,7,0
2012-06,8,0
2012-06,9,1
2012-06,10,0
2012-06,11,0
2012-06,12,0
2012-06,13,0
2012-06,14,0
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,1
2012-06,21,2
2012-06,22,0
2012-06,23,2
2012-06,24,1
2012-06,26,1
2012-06,27,7
2012-06,28,3
2012-06,29,3
2012-06,30,1
2012-06,31,0
2012-06,32,1
2012-06,33,2
2012-06,34,2
2012-06,35,0
2012-06,36,0
2012-06,37,0
2012-06,38,0
2012-06,39,0
2012-06,40,0
2012-06,41,0
2012-06,42,0
2012-06,43,2
2012-06,44,1
2012-06,45,0
2012-06,46,1
2012-06,47,3
2012-06,1,1
2012-06,2,2
2012-06,3,0
2012-06,4,1
2012-06,5,4
2012-06,6,1
2012-06,7,2
2012-06,8,1
2012-06,9,2
2012-06,10,0
2012-06,11,4
2012-06,12,0
2012-06,13,2
2012-06,14,0
2012-06,16,1
2012-06,17,0
2012-06,18,0
2012-06,20,1
2012-06,21,0
2012-06,22,0
2012-06,23,0
2012-06,24,0
2012-06,25,1
2012-06,26,2
2012-06,27,5
2012-06,28,2
2012-06,29,1
2012-06,30,1
2012-06,31,0
2012-06,32,0
2012-06,33,2
2012-06,34,2
2012-06,35,0
2012-06,36,1
2012-06,37,1
2012-06,38,1
2012-06,39,0
2012-06,40,4
2012-06,41,4
2012-06,42,1
2012-06,43,0
2012-06,44,0
2012-06,45,0
2012-06,46,2
2012-06,47,11
2012-06,1,6
2012-06,2,3
2012-06,3,1
2012-06,4,3
2012-06,5,5
2012-06,6,0
2012-06,7,3
2012-06,8,0
2012-06,9,1
2012-06,10,0
2012-06,11,1
2012-06,12,0
2012-06,13,3
2012-06,14,1
2012-06,15,4
2012-06,16,1
2012-06,17,2
2012-06,18,0
2012-06,20,2
2012-06,21,0
2012-06,22,1
2012-06,23,3
2012-06,24,1
2012-06,26,0
2012-06,27,3
2012-06,28,0
2012-06,29,2
2012-06,30,0
2012-06,31,0
2012-06,32,0
2012-06,33,0
2012-06,34,1
2012-06,35,0
2012-06,36,0
2012-06,37,0
2012-06,38,0
2012-06,39,0
2012-06,40,0
2012-06,41,0
2012-06,42,0
2012-06,43,0
2012-06,44,0
2012-06,45,0
2012-06,46,0
2012-06,47,5
2012-06,1,12
2012-06,2,4
2012-06,3,5
2012-06,4,1
2012-06,5,3
2012-06,6,0
2012-06,7,6
2012-06,8,0
2012-06,9,2
2012-06,10,1
2012-06,11,0
2012-06,12,2
2012-06,13,3
2012-06,14,1
2012-06,15,1
2012-06,16,0
2012-06,17,2
2012-06,18,0
2012-06,20,3
2012-06,21,0
2012-06,22,0
2012-06,23,0
2012-06,24,0
2012-06,26,1
2012-06,27,2
2012-06,28,1
2012-06,29,0
2012-06,30,1
2012-06,31,1
2012-06,32,0
2012-06,33,3
2012-06,34,4
2012-06,35,1
2012-06,36,1
2012-06,37,1
2012-06,38,2
2012-06,39,1
2012-06,40,5
2012-06,41,2
2012-06,42,0
2012-06,43,2
2012-06,44,0
2012-06,45,0
2012-06,46,1
2012-06,47,3
2012-06,1,15
2012-06,2,1
2012-06,3,2
2012-06,4,1
2012-06,5,2
2012-06,6,0
2012-06,7,0
2012-06,8,1
2012-06,9,1
2012-06,10,2
2012-06,11,4
2012-06,12,1
2012-06,13,4
2012-06,14,0
2012-06,15,5
2012-06,16,0
2012-06,17,0
2012-06,18,0
2012-06,20,1
2012-06,21,2
2012-06,22,4
2012-06,23,4
2012-06,24,3
2012-06,25,4
2012-06,26,7
2012-06,27,7
2012-06,28,2
2012-06,29,1
2012-06,30,1
2012-06,31,0
2012-06,32,1
2012-06,33,3
2012-06,34,1
2012-06,35,4
2012-06,36,4
2012-06,37,2
2012-06,38,2
2012-06,39,3
2012-06,40,3
2012-06,41,4
2012-06,42,0
2012-06,43,2
2012-06,44,3
2012-06,45,0
2012-06,46,2
2012-06,47,4
2012-06,1,18
2012-06,2,1
2012-06,3,4
2012-06,4,2
2012-06,5,7
2012-06,6,0
2012-06,7,2
2012-06,8,2
2012-06,9,6
2012-06,10,8
2012-06,11,7
2012-06,12,8
2012-06,13,3
2012-06,14,10
2012-06,15,6
2012-06,16,0
2012-06,17,3
2012-06,18,3
2012-06,19,3
2012-06,20,3
2012-06,21,3
2012-06,22,3
2012-06,23,9
2012-06,24,0
2012-06,25,1
2012-06,26,4
2012-06,27,8
2012-06,28,5
2012-06,29,0
2012-06,30,0
2012-06,31,0
2012-06,32,2
2012-06,33,1
2012-06,34,0
2012-06,35,2
2012-06,36,1
2012-06,37,0
2012-06,38,0
2012-06,39,0
2012-06,40,7
2012-06,41,1
2012-06,42,2
2012-06,43,1
2012-06,44,1
2012-06,45,8
2012-06,46,10
2012-06,47,1
2011-06,1,0
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,7,0
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,0
2011-06,12,0
2011-06,14,0
2011-06,16,0
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,0
2011-06,23,1
2011-06,24,0
2011-06,25,1
2011-06,27,0
2011-06,28,2
2011-06,29,0
2011-06,30,0
2011-06,32,0
2011-06,33,1
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,1
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,1
2011-06,44,1
2011-06,46,1
2011-06,47,0
2011-06,1,0
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,7,0
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,0
2011-06,12,0
2011-06,14,0
2011-06,16,0
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,0
2011-06,23,0
2011-06,24,0
2011-06,27,0
2011-06,28,1
2011-06,29,0
2011-06,30,0
2011-06,32,1
2011-06,33,2
2011-06,34,2
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,2
2011-06,41,1
2011-06,42,0
2011-06,43,2
2011-06,44,1
2011-06,46,3
2011-06,47,0
2011-06,1,0
2011-06,2,0
2011-06,3,2
2011-06,4,1
2011-06,5,0
2011-06,7,3
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,1
2011-06,12,1
2011-06,14,1
2011-06,15,1
2011-06,16,0
2011-06,17,3
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,2
2011-06,23,3
2011-06,24,0
2011-06,27,4
2011-06,28,2
2011-06,29,0
2011-06,30,0
2011-06,32,0
2011-06,33,2
2011-06,34,0
2011-06,35,1
2011-06,36,0
2011-06,37,0
2011-06,38,4
2011-06,39,0
2011-06,40,1
2011-06,41,1
2011-06,42,2
2011-06,43,0
2011-06,44,0
2011-06,46,1
2011-06,47,0
2011-06,1,0
2011-06,2,0
2011-06,3,2
2011-06,4,0
2011-06,5,0
2011-06,7,6
2011-06,8,3
2011-06,9,4
2011-06,10,0
2011-06,11,3
2011-06,12,2
2011-06,13,7
2011-06,14,2
2011-06,15,1
2011-06,16,0
2011-06,17,0
2011-06,18,0
2011-06,19,1
2011-06,20,2
2011-06,21,3
2011-06,22,2
2011-06,23,12
2011-06,24,1
2011-06,27,3
2011-06,28,5
2011-06,30,2
2011-06,32,0
2011-06,33,2
2011-06,34,2
2011-06,35,1
2011-06,36,0
2011-06,37,0
2011-06,38,1
2011-06,39,0
2011-06,40,2
2011-06,41,0
2011-06,42,1
2011-06,43,2
2011-06,44,2
2011-06,46,3
2011-06,47,1
2011-06,1,3
2011-06,2,0
2011-06,3,0
2011-06,4,1
2011-06,5,0
2011-06,7,2
2011-06,8,0
2011-06,9,2
2011-06,10,2
2011-06,11,5
2011-06,12,2
2011-06,13,4
2011-06,14,0
2011-06,15,1
2011-06,16,2
2011-06,17,3
2011-06,18,1
2011-06,20,0
2011-06,21,1
2011-06,22,0
2011-06,23,1
2011-06,24,0
2011-06,27,2
2011-06,28,0
2011-06,30,0
2011-06,32,0
2011-06,33,1
2011-06,34,1
2011-06,35,0
2011-06,36,0
2011-06,37,1
2011-06,38,0
2011-06,39,0
2011-06,40,2
2011-06,41,2
2011-06,42,1
2011-06,43,0
2011-06,44,0
2011-06,46,0
2011-06,47,2
2011-06,1,0
2011-06,2,0
2011-06,3,1
2011-06,4,1
2011-06,5,0
2011-06,6,0
2011-06,7,1
2011-06,8,2
2011-06,9,0
2011-06,10,2
2011-06,11,3
2011-06,12,1
2011-06,13,7
2011-06,14,3
2011-06,15,1
2011-06,16,0
2011-06,17,0
2011-06,18,0
2011-06,19,1
2011-06,20,1
2011-06,21,2
2011-06,22,0
2011-06,23,6
2011-06,24,0
2011-06,26,0
2011-06,27,3
2011-06,28,2
2011-06,29,1
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,2
2011-06,34,2
2011-06,35,1
2011-06,36,0
2011-06,37,1
2011-06,38,1
2011-06,39,1
2011-06,40,1
2011-06,41,0
2011-06,42,0
2011-06,43,1
2011-06,44,1
2011-06,46,0
2011-06,47,4
2011-06,1,0
2011-06,2,0
2011-06,3,0
2011-06,4,2
2011-06,5,1
2011-06,6,1
2011-06,7,0
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,0
2011-06,12,1
2011-06,13,1
2011-06,14,0
2011-06,15,4
2011-06,16,0
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,1
2011-06,22,0
2011-06,23,5
2011-06,24,0
2011-06,25,1
2011-06,26,1
2011-06,27,1
2011-06,28,0
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,0
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,1
2011-06,38,1
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,0
2011-06,47,4
2011-06,1,5
2011-06,2,0
2011-06,3,2
2011-06,4,1
2011-06,5,1
2011-06,6,0
2011-06,7,2
2011-06,8,0
2011-06,9,1
2011-06,10,2
2011-06,11,1
2011-06,12,0
2011-06,13,0
2011-06,14,1
2011-06,15,8
2011-06,16,1
2011-06,17,1
2011-06,18,0
2011-06,20,1
2011-06,21,1
2011-06,22,3
2011-06,23,6
2011-06,24,0
2011-06,26,0
2011-06,27,4
2011-06,28,3
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,0
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,38,1
2011-06,39,0
2011-06,40,3
2011-06,41,0
2011-06,42,0
2011-06,43,1
2011-06,44,0
2011-06,46,0
2011-06,47,2
2011-06,1,0
2011-06,2,1
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,6,2
2011-06,7,3
2011-06,8,1
2011-06,9,1
2011-06,10,1
2011-06,11,3
2011-06,12,2
2011-06,13,2
2011-06,14,0
2011-06,15,7
2011-06,16,0
2011-06,17,1
2011-06,18,1
2011-06,19,1
2011-06,20,2
2011-06,21,2
2011-06,22,1
2011-06,23,6
2011-06,24,2
2011-06,25,1
2011-06,26,0
2011-06,27,5
2011-06,28,0
2011-06,29,2
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,1
2011-06,34,1
2011-06,35,1
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,1
2011-06,40,3
2011-06,41,2
2011-06,42,2
2011-06,43,2
2011-06,44,4
2011-06,46,3
2011-06,47,3
2011-06,1,1
2011-06,2,1
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,6,0
2011-06,7,5
2011-06,8,1
2011-06,9,0
2011-06,10,0
2011-06,11,2
2011-06,12,1
2011-06,13,0
2011-06,14,0
2011-06,15,1
2011-06,16,0
2011-06,17,1
2011-06,18,0
2011-06,19,1
2011-06,20,1
2011-06,21,0
2011-06,22,0
2011-06,23,1
2011-06,24,0
2011-06,26,1
2011-06,27,2
2011-06,28,0
2011-06,30,1
2011-06,31,1
2011-06,32,0
2011-06,33,3
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,1
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,1
2011-06,44,0
2011-06,46,1
2011-06,47,7
2011-06,1,3
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,6,0
2011-06,7,0
2011-06,8,0
2011-06,9,0
2011-06,10,1
2011-06,11,0
2011-06,12,0
2011-06,13,0
2011-06,14,1
2011-06,15,0
2011-06,16,1
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,2
2011-06,23,4
2011-06,24,0
2011-06,25,1
2011-06,26,0
2011-06,27,1
2011-06,28,2
2011-06,30,1
2011-06,31,0
2011-06,32,0
2011-06,33,2
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,2
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,0
2011-06,47,7
2011-06,1,0
2011-06,2,1
2011-06,3,0
2011-06,4,0
2011-06,5,0
2011-06,6,6
2011-06,7,0
2011-06,8,0
2011-06,9,1
2011-06,10,1
2011-06,11,0
2011-06,12,0
2011-06,13,1
2011-06,14,2
2011-06,15,2
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,0
2011-06,22,0
2011-06,23,4
2011-06,24,0
2011-06,25,1
2011-06,26,0
2011-06,27,1
2011-06,28,0
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,0
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,0
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,2
2011-06,47,8
2011-06,1,3
2011-06,2,0
2011-06,3,0
2011-06,4,1
2011-06,5,1
2011-06,6,0
2011-06,7,0
2011-06,8,0
2011-06,9,0
2011-06,10,2
2011-06,11,0
2011-06,12,0
2011-06,13,1
2011-06,14,0
2011-06,15,1
2011-06,17,0
2011-06,18,0
2011-06,20,0
2011-06,21,2
2011-06,22,0
2011-06,23,6
2011-06,24,1
2011-06,25,1
2011-06,27,4
2011-06,28,1
2011-06,29,0
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,0
2011-06,34,1
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,1
2011-06,40,0
2011-06,41,0
2011-06,42,1
2011-06,43,0
2011-06,44,0
2011-06,46,0
2011-06,47,2
2011-06,1,2
2011-06,2,0
2011-06,3,0
2011-06,4,0
2011-06,6,0
2011-06,7,1
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,0
2011-06,12,1
2011-06,13,1
2011-06,14,0
2011-06,15,0
2011-06,17,0
2011-06,18,0
2011-06,20,1
2011-06,21,2
2011-06,22,2
2011-06,23,1
2011-06,24,0
2011-06,26,0
2011-06,27,1
2011-06,28,2
2011-06,29,0
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,2
2011-06,34,0
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,1
2011-06,39,0
2011-06,40,1
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,2
2011-06,47,5
2011-06,1,2
2011-06,2,0
2011-06,3,0
2011-06,4,1
2011-06,6,0
2011-06,7,1
2011-06,8,0
2011-06,9,0
2011-06,10,0
2011-06,11,3
2011-06,12,0
2011-06,13,0
2011-06,14,0
2011-06,15,0
2011-06,17,0
2011-06,18,0
2011-06,19,1
2011-06,20,0
2011-06,21,0
2011-06,22,0
2011-06,23,1
2011-06,24,0
2011-06,26,1
2011-06,27,1
2011-06,28,6
2011-06,29,1
2011-06,30,0
2011-06,31,0
2011-06,32,0
2011-06,33,0
2011-06,34,3
2011-06,35,0
2011-06,36,0
2011-06,37,0
2011-06,38,0
2011-06,39,0
2011-06,40,1
2011-06,41,0
2011-06,42,0
2011-06,43,0
2011-06,44,0
2011-06,46,2
2011-06,47,3
2011-06,1,0
2011-06,2,1
2011-06,3,1
2011-06,4,0
2011-06,6,0
2011-06,7,1
