Japan, Population size(5 year) Last modified:2023-12-05, ver.004_004 JMD(IPSS)

Year     Age      Female         Male        Total
2022 105-109      5183.82       486.36      5670.18
2022 110+          157.99         5.00       162.99
2023   0        375026.95    394672.75    769699.70
2023   1-4     1639732.23   1718069.97   3357802.20
2023   5-9     2360584.97   2478698.76   4839283.73
2023  10-14    2545643.05   2674309.16   5219952.21
2023  15-19    2635890.62   2777328.20   5413218.82
2023  20-24    2860343.77   2991854.32   5852198.09
2023  25-29    2916550.90   3031274.99   5947825.89
2023  30-34    2967006.20   3087578.39   6054584.59
2023  35-39    3383205.55   3507939.26   6891144.81
2023  40-44    3764189.97   3894884.00   7659073.97
2023  45-49    4519858.46   4667462.74   9187321.20
2023  50-54    4597163.12   4711201.84   9308364.96
2023  55-59    3979828.19   4002352.01   7982180.20
2023  60-64    3714048.44   3651239.73   7365288.17
2023  65-69    3792993.31   3599886.00   7392879.31
2023  70-74    4844180.29   4323862.85   9168043.14
2023  75-79    3910910.11   3183564.91   7094475.02
2023  80-84    3332388.43   2381909.10   5714297.53
2023  85-89    2525464.56   1432373.93   3957838.49
2023  90-94    1396577.41    554956.95   1951534.36
2023  95-99     476427.45    120143.27    596570.72
2023 100-104     76812.27     10220.11     87032.38
2023 105-109      5267.88       469.83      5737.71
2023 110+          165.72         5.46       171.18
