Japan, Population size(5 year) Last modified:2023-12-05, ver.004_004 JMD(IPSS)

Year     Age      Female         Male        Total
1998  75-79    2209549.68   1329668.48   3539218.16
1998  80-84    1549752.70    859056.61   2408809.31
1998  85-89     894540.67    411361.81   1305902.48
1998  90-94     308018.66    115064.36    423083.02
1998  95-99      67560.13     19678.40     87238.53
1998 100-104      6667.43      1539.86      8207.29
1998 105-109       283.04        45.02       328.06
1998 110+           11.00         1.00        12.00
1999   0        582628.72    613519.12   1196147.84
1999   1-4     2322116.33   2438417.98   4760534.31
1999   5-9     2941845.11   3091492.08   6033337.19
1999  10-14    3359887.25   3531789.57   6891676.82
1999  15-19    3738061.98   3940178.66   7678240.64
1999  20-24    4362331.14   4559977.03   8922308.17
1999  25-29    4700519.07   4858009.73   9558528.80
1999  30-34    4123364.86   4234813.50   8358178.36
1999  35-39    3825603.77   3909446.23   7735050.00
1999  40-44    3910332.92   3972795.04   7883127.96
1999  45-49    4960555.93   4975342.35   9935898.28
1999  50-54    4718743.35   4686790.62   9405533.97
1999  55-59    4383533.59   4239255.00   8622788.59
1999  60-64    3958721.03   3717500.09   7676221.12
1999  65-69    3624517.07   3246610.80   6871127.87
1999  70-74    3083737.68   2487004.83   5570742.51
1999  75-79    2336949.86   1411887.20   3748837.06
1999  80-84    1576667.33    863261.43   2439928.76
1999  85-89     946898.98    432031.96   1378930.94
1999  90-94     343006.28    126381.85    469388.13
1999  95-99      75747.60     21503.55     97251.15
1999 100-104      7984.68      1793.07      9777.75
1999 105-109       339.04        56.03       395.07
1999 110+            5.00         2.00         7.00
2000   0        567629.97    598107.93   1165737.90
2000   1-4     2307189.66   2421774.34   4728964.00
2000   5-9     2928719.76   3077247.86   6005967.62
2000  10-14    3246640.45   3414219.87   6660860.32
2000  15-19    3677087.81   3870262.19   7547350.00
2000  20-24    4168801.30   4369757.71   8538559.01
2000  25-29    4753270.59   4918511.33   9671781.92
2000  30-34    4202742.99   4318038.59   8520781.58
2000  35-39    3871882.61   3959476.28   7831358.89
2000  40-44    3859773.71   3918648.37   7778422.08
2000  45-49    4581840.01   4609345.97   9191185.98
2000  50-54    4995348.31   4968052.36   9963400.67
2000  55-59    4515394.26   4362800.04   8878194.30
2000  60-64    3949913.61   3716408.98   7666322.59
2000  65-69    3668123.54   3289209.24   6957332.78
2000  70-74    3176208.01   2597808.89   5774016.90
2000  75-79    2453050.92   1525824.97   3978875.89
2000  80-84    1605781.26    865762.22   2471543.48
2000  85-89     996603.66    452235.58   1448839.24
2000  90-94     377608.16    135963.64    513571.80
2000  95-99      82258.46     22718.11    104976.57
2000 100-104      9000.94      1930.07     10931.01
2000 105-109       403.05        63.04       466.09
2000 110+            8.00         3.00        11.00
2001   0        571545.51    601599.90   1173145.41
2001   1-4     2292304.83   2406927.86   4699232.69
2001   5-9     2911118.93   3058532.97   5969651.90
2001  10-14    3147792.48   3310348.02   6458140.50
2001  15-19    3604177.17   3786139.04   7390316.21
2001  20-24    4012959.48   4221130.86   8234090.34
2001  25-29    4722216.69   4884705.93   9606922.62
2001  30-34    4252025.48   4379190.17   8631215.65
2001  35-39    3979813.83   4068192.84   8048006.67
2001  40-44    3812576.79   3870388.79   7682965.58
2001  45-49    4351849.64   4374431.67   8726281.31
2001  50-54    5308125.58   5293035.60  10601161.18
2001  55-59    4354880.07   4205665.80   8560545.87
2001  60-64    3976399.90   3745425.52   7721825.42
2001  65-69    3768375.53   3382263.02   7150638.55
2001  70-74    3237830.84   2688606.03   5926436.87
2001  75-79    2550226.31   1653382.21   4203608.52
2001  80-84    1700117.61    897887.18   2598004.79
2001  85-89    1046447.21    471143.92   1517591.13
2001  90-94     416582.60    147369.65    563952.25
2001  95-99      91604.56     24538.68    116143.24
2001 100-104     10356.23      2105.13     12461.36
2001 105-109       486.07        85.05       571.12
2001 110+           11.00         1.00        12.00
2002   0        567814.67    598502.19   1166316.86
2002   1-4     2286869.84   2402697.12   4689566.96
2002   5-9     2902024.15   3049066.71   5951090.86
2002  10-14    3073859.28   3233306.82   6307166.10
2002  15-19    3516724.21   3703365.14   7220089.35
2002  20-24    3869115.46   4063863.45   7932978.91
2002  25-29    4636325.65   4799047.95   9435373.60
2002  30-34    4554518.08   4681803.48   9236321.56
2002  35-39    3869613.90   3964083.13   7833697.03
2002  40-44    3789751.89   3847504.46   7637256.35
2002  45-49    4163380.05   4191837.73   8355217.78
2002  50-54    5472092.09   5447142.02  10919234.11
2002  55-59    4207547.12   4080524.47   8288071.59
2002  60-64    4100732.35   3869039.17   7969771.52
2002  65-69    3825443.40   3445262.70   7270706.10
2002  70-74    3302351.90   2751982.73   6054334.63
2002  75-79    2661053.68   1813401.19   4474454.87
2002  80-84    1791175.18    927267.95   2718443.13
2002  85-89    1089737.56    486434.52   1576172.08
2002  90-94     462519.18    159854.06    622373.24
2002  95-99      98564.47     26387.37    124951.84
2002 100-104     12303.68      2429.35     14733.03
2002 105-109       574.08        95.07       669.15
2002 110+           10.00         4.00        14.00
2003   0        558491.93    589713.85   1148205.78
2003   1-4     2281736.82   2401149.19   4682886.01
2003   5-9     2895471.58   3039805.26   5935276.84
2003  10-14    3007165.78   3165802.37   6172968.15
2003  15-19    3429798.53   3622349.93   7052148.46
2003  20-24    3750031.17   3931728.87   7681760.04
2003  25-29    4488628.75   4647148.76   9135777.51
2003  30-34    4596748.98   4733761.95   9330510.93
2003  35-39    4029740.94   4121920.03   8151660.97
2003  40-44    3818747.68   3878818.26   7697565.94
2003  45-49    3981056.40   4011784.09   7992840.49
2003  50-54    5231742.98   5200358.09  10432101.07
2003  55-59    4439414.66   4324882.91   8764297.57
2003  60-64    4158090.83   3937109.56   8095200.39
2003  65-69    3888758.80   3510811.89   7399570.69
2003  70-74    3409834.60   2857981.61   6267816.21
2003  75-79    2758192.39   1955411.03   4713603.42
2003  80-84    1884480.96    963835.05   2848316.01
2003  85-89    1134082.24    500592.29   1634674.53
2003  90-94     500674.03    171351.11    672025.14
2003  95-99     114300.99     29878.67    144179.66
2003 100-104     14293.09      2723.55     17016.64
2003 105-109       709.11       117.09       826.20
2003 110+           16.00         6.00        22.00
2004   0        544415.68    573654.18   1118069.86
2004   1-4     2260331.69   2381357.67   4641689.36
2004   5-9     2901426.34   3046376.28   5947802.62
2004  10-14    2944170.17   3099275.38   6043445.55
2004  15-19    3340242.94   3534697.25   6874940.19
2004  20-24    3643906.57   3819468.58   7463375.15
2004  25-29    4304311.64   4460719.46   8765031.10
2004  30-34    4689574.99   4825840.71   9515415.70
2004  35-39    4129020.82   4225263.13   8354283.95
2004  40-44    3826539.25   3890666.62   7717205.87
2004  45-49    3897629.78   3930678.90   7828308.68
2004  50-54    4923021.62   4885412.05   9808433.67
2004  55-59    4673100.93   4571452.20   9244553.13
2004  60-64    4328740.47   4099729.17   8428469.64
2004  65-69    3864055.12   3502483.94   7366539.06
2004  70-74    3470631.89   2920118.90   6390750.79
2004  75-79    2859108.67   2094666.45   4953775.12
2004  80-84    2003029.68   1028041.43   3031071.11
2004  85-89    1163866.24    506817.34   1670683.58
2004  90-94     538217.89    182626.83    720844.72
2004  95-99     130294.51     33373.76    163668.27
2004 100-104     16515.62      3012.59     19528.21
2004 105-109       901.15       135.08      1036.23
2004 110+           23.00         0.00        23.00
2005   0        535620.84    562577.10   1098197.94
2005   1-4     2233924.69   2352228.79   4586153.48
2005   5-9     2875744.87   3021337.67   5897082.54
2005  10-14    2929625.03   3082019.42   6011644.45
2005  15-19    3238561.77   3431764.20   6670325.97
2005  20-24    3561722.35   3738122.47   7299844.82
2005  25-29    4111648.70   4259781.78   8371430.48
2005  30-34    4743960.74   4884796.35   9628757.09
2005  35-39    4207417.09   4304205.68   8511622.77
2005  40-44    3874393.85   3942902.65   7817296.50
2005  45-49    3848471.56   3875854.90   7724326.46
2005  50-54    4551696.88   4530417.20   9082114.08
2005  55-59    4948949.05   4849832.83   9798781.88
2005  60-64    4465862.23   4229040.30   8694902.53
2005  65-69    3856379.43   3510759.71   7367139.14
2005  70-74    3521298.76   2972505.62   6493804.38
2005  75-79    2954128.37   2194829.43   5148957.80
2005  80-84    2114376.18   1118697.41   3233073.59
2005  85-89    1198154.21    515971.47   1714125.68
2005  90-94     577790.15    195378.07    773168.22
2005  95-99     147487.29     36813.90    184301.19
2005 100-104     18252.05      3313.66     21565.71
2005 105-109      1068.17       134.06      1202.23
2005 110+           23.00         0.00        23.00
2006   0        508239.80    531888.84   1040128.64
2006   1-4     2181774.15   2292261.82   4474035.97
2006   5-9     2879369.04   3028486.60   5907855.64
2006  10-14    2913689.99   3065483.38   5979173.37
2006  15-19    3140444.86   3321033.74   6461478.60
2006  20-24    3496563.47   3682906.35   7179469.82
2006  25-29    3945797.32   4085443.83   8031241.15
2006  30-34    4718221.34   4860463.19   9578684.53
2006  35-39    4255150.30   4361938.52   8617088.82
2006  40-44    3985607.04   4055420.68   8041027.72
2006  45-49    3802248.27   3827476.74   7629725.01
2006  50-54    4325850.87   4302735.49   8628586.36
2006  55-59    5263172.09   5170096.66  10433268.75
2006  60-64    4309451.01   4079508.26   8388959.27
2006  65-69    3886013.89   3549125.09   7435138.98
2006  70-74    3622913.51   3068047.57   6690961.08
2006  75-79    3017303.48   2273809.36   5291112.84
2006  80-84    2208288.88   1216428.00   3424716.88
2006  85-89    1278570.22    539192.75   1817762.97
2006  90-94     610429.56    203526.79    813956.35
2006  95-99     163212.88     39649.32    202862.20
2006 100-104     20442.63      3508.58     23951.21
2006 105-109      1199.20       143.06      1342.26
2006 110+           18.00         2.00        20.00
2007   0        530034.45    557698.04   1087732.49
2007   1-4     2127672.01   2232651.72   4360323.73
2007   5-9     2860478.64   3007464.21   5867942.85
2007  10-14    2908031.74   3060883.69   5968915.43
2007  15-19    3053681.97   3218754.82   6272436.79
2007  20-24    3445078.88   3631654.29   7076733.17
2007  25-29    3811249.32   3952531.70   7763781.02
2007  30-34    4636970.09   4785109.06   9422079.15
2007  35-39    4562119.21   4677547.89   9239667.10
2007  40-44    3876856.27   3956713.90   7833570.17
2007  45-49    3782153.94   3813377.18   7595531.12
2007  50-54    4141384.22   4129816.83   8271201.05
2007  55-59    5429759.63   5328877.27  10758636.90
2007  60-64    4161091.92   3950203.31   8111295.23
2007  65-69    4014956.39   3671682.71   7686639.10
2007  70-74    3684017.88   3129728.74   6813746.62
2007  75-79    3081277.91   2326558.01   5407835.92
2007  80-84    2305534.34   1337311.28   3642845.62
2007  85-89    1356543.24    560980.46   1917523.70
2007  90-94     639973.98    210928.50    850902.48
2007  95-99     181934.78     43064.70    224999.48
2007 100-104     21997.35      3848.91     25846.26
2007 105-109      1380.25       149.07      1529.32
2007 110+           30.00         3.00        33.00
2008   0        527273.24    556445.97   1083719.21
2008   1-4     2104260.36   2207404.83   4311665.19
2008   5-9     2834908.01   2981512.19   5816420.20
2008  10-14    2904018.01   3053895.52   5957913.53
2008  15-19    2985936.15   3147319.83   6133255.98
2008  20-24    3371713.97   3551397.85   6923111.82
2008  25-29    3707437.43   3848776.04   7556213.47
2008  30-34    4498861.75   4646881.35   9145743.10
2008  35-39    4609628.74   4744338.84   9353967.58
2008  40-44    4038280.43   4120509.53   8158789.96
2008  45-49    3814813.13   3854020.73   7668833.86
2008  50-54    3962090.14   3958740.60   7920830.74
2008  55-59    5193986.97   5095978.97  10289965.94
2008  60-64    4392383.23   4190022.86   8582406.09
2008  65-69    4077223.76   3737507.03   7814730.79
2008  70-74    3747139.51   3192623.54   6939763.05
2008  75-79    3188468.92   2419623.82   5608092.74
2008  80-84    2398085.29   1444183.22   3842268.51
2008  85-89    1434298.60    586286.99   2020585.59
2008  90-94     669246.17    218104.91    887351.08
2008  95-99     197633.46     46471.78    244105.24
2008 100-104     25640.85      4356.48     29997.33
2008 105-109      1627.35       182.10      1809.45
2008 110+           39.00         4.00        43.00
2009   0        528134.17    555115.10   1083249.27
2009   1-4     2085269.67   2188841.41   4274111.08
2009   5-9     2794523.66   2938321.60   5732845.26
2009  10-14    2910485.29   3058685.31   5969170.60
2009  15-19    2928007.37   3087784.37   6015791.74
2009  20-24    3278050.39   3444302.34   6722352.73
2009  25-29    3624584.48   3767680.58   7392265.06
2009  30-34    4325986.39   4476344.44   8802330.83
2009  35-39    4707841.93   4853664.45   9561506.38
2009  40-44    4141381.16   4232959.42   8374340.58
2009  45-49    3825273.49   3874369.03   7699642.52
2009  50-54    3882179.30   3886128.38   7768307.68
2009  55-59    4890472.26   4797045.91   9687518.17
2009  60-64    4627832.36   4437070.87   9064903.23
2009  65-69    4245069.39   3888353.42   8133422.81
2009  70-74    3727518.77   3189164.96   6916683.73
2009  75-79    3250899.25   2475858.19   5726757.44
2009  80-84    2494945.25   1549271.04   4044216.29
2009  85-89    1530220.24    628302.72   2158522.96
2009  90-94     688509.46    220712.57    909222.03
2009  95-99     213070.47     49506.74    262577.21
2009 100-104     29224.44      4705.04     33929.48
2009 105-109      1811.52       179.11      1990.63
2009 110+           46.00         4.00        50.00
2010   0        514768.05    540945.28   1055713.33
2010   1-4     2073142.77   2175461.14   4248603.91
2010   5-9     2756294.71   2894941.39   5651236.10
2010  10-14    2878621.48   3022267.99   5900889.47
2010  15-19    2930193.75   3093110.21   6023303.96
2010  20-24    3158620.23   3315162.07   6473782.30
2010  25-29    3563992.02   3702121.06   7266113.08
2010  30-34    4147967.65   4296510.20   8444477.85
2010  35-39    4770853.45   4930974.17   9701827.62
2010  40-44    4225844.90   4325642.09   8551486.99
2010  45-49    3875935.24   3934608.30   7810543.54
2010  50-54    3834617.46   3837786.75   7672404.21
2010  55-59    4526243.89   4458883.37   8985127.26
2010  60-64    4906504.29   4718367.10   9624871.39
2010  65-69    4380006.21   4009021.27   8389027.48
2010  70-74    3725498.54   3200824.60   6926323.14
2010  75-79    3304329.43   2527033.10   5831362.53
2010  80-84    2588177.08   1627227.15   4215404.23
2010  85-89    1621591.99    688379.73   2309971.72
2010  90-94     714437.21    225916.11    940353.32
2010  95-99     229899.23     53157.17    283056.40
2010 100-104     33081.93      5283.43     38365.36
2010 105-109      1947.81       198.12      2145.93
2010 110+           54.00         3.00        57.00
2011   0        507528.29    534250.61   1041778.90
2011   1-4     2063303.41   2162908.16   4226211.57
2011   5-9     2691157.67   2823986.88   5515144.55
2011  10-14    2876869.78   3021435.13   5898304.91
2011  15-19    2924524.62   3087702.82   6012227.44
2011  20-24    3054925.82   3205691.92   6260617.74
2011  25-29    3498466.60   3629505.67   7127972.27
2011  30-34    3999764.42   4143700.95   8143465.37
2011  35-39    4752441.75   4917549.26   9669991.01
2011  40-44    4276209.04   4395571.30   8671780.34
2011  45-49    3987802.91   4049398.59   8037201.50
2011  50-54    3790444.10   3797290.34   7587734.44
2011  55-59    4302389.01   4237420.15   8539809.16
2011  60-64    5217749.65   5036666.28  10254415.93
2011  65-69    4228050.73   3867472.09   8095522.82
2011  70-74    3756484.09   3242793.88   6999277.97
2011  75-79    3404744.13   2618552.80   6023296.93
2011  80-84    2651763.49   1691812.05   4343575.54
2011  85-89    1703629.51    752709.22   2456338.73
2011  90-94     769289.25    238244.99   1007534.24
2011  95-99     242212.03     55276.02    297488.05
2011 100-104     36370.71      5597.73     41968.44
2011 105-109      2139.12       204.14      2343.26
2011 110+           61.02         3.00        64.02
2012   0        510371.79    535743.67   1046115.46
2012   1-4     2050043.36   2152577.38   4202620.74
2012   5-9     2650972.18   2780737.97   5431710.15
2012  10-14    2865526.03   3012837.46   5878363.49
2012  15-19    2912187.75   3071814.46   5984002.21
2012  20-24    2997589.30   3143205.00   6140794.30
2012  25-29    3427696.87   3559221.32   6986918.19
2012  30-34    3856609.42   3993223.31   7849832.73
2012  35-39    4668463.36   4830500.05   9498963.41
2012  40-44    4577149.01   4703156.34   9280305.35
2012  45-49    3875268.32   3949778.33   7825046.65
2012  50-54    3767361.14   3780405.67   7547766.81
2012  55-59    4113681.15   4063976.14   8177657.29
2012  60-64    5373531.26   5181669.12  10555200.38
2012  65-69    4077862.47   3745049.40   7822911.87
2012  70-74    3875254.44   3360281.07   7235535.51
2012  75-79    3458718.51   2679025.84   6137744.35
2012  80-84    2715765.65   1743901.26   4459666.91
2012  85-89    1782388.92    827517.87   2609906.79
2012  90-94     818432.45    247687.93   1066120.38
2012  95-99     252351.71     56353.54    308705.25
2012 100-104     39359.61      5952.61     45312.22
2012 105-109      2164.34       236.11      2400.45
2012 110+           63.00         4.00        67.00
2013   0        502635.00    528421.75   1031056.75
2013   1-4     2040317.33   2141784.35   4182101.68
2013   5-9     2617702.15   2745809.93   5363512.08
2013  10-14    2844375.49   2995106.80   5839482.29
2013  15-19    2905965.45   3061707.79   5967673.24
2013  20-24    2949271.72   3092442.24   6041713.96
2013  25-29    3348270.19   3480411.25   6828681.44
2013  30-34    3744766.65   3874406.69   7619173.34
2013  35-39    4524759.88   4678841.06   9203600.94
2013  40-44    4621111.06   4762570.09   9383681.15
2013  45-49    4032890.15   4109949.76   8142839.91
2013  50-54    3797421.45   3820194.12   7617615.57
2013  55-59    3931544.45   3891948.53   7823492.98
2013  60-64    5136448.56   4952866.75  10089315.31
2013  65-69    4301270.57   3978707.60   8279978.17
2013  70-74    3932262.73   3424973.54   7357236.27
2013  75-79    3514422.11   2743352.78   6257774.89
2013  80-84    2806132.32   1820079.72   4626212.04
2013  85-89    1857013.73    893539.60   2750553.33
2013  90-94     864793.55    258475.42   1123268.97
2013  95-99     261763.00     57528.85    319291.85
2013 100-104     41749.50      6184.01     47933.51
2013 105-109      2489.14       233.12      2722.26
2013 110+           65.00         4.00        69.00
2014   0        498150.63    522749.34   1020899.97
2014   1-4     2016670.40   2118007.02   4134677.42
2014   5-9     2597002.17   2723434.77   5320436.94
2014  10-14    2807308.51   2956287.60   5763596.11
2014  15-19    2917557.48   3075533.16   5993090.64
2014  20-24    2894512.55   3035254.78   5929767.33
2014  25-29    3262473.38   3390819.96   6653293.34
2014  30-34    3653455.87   3778157.06   7431612.93
2014  35-39    4346523.14   4496127.90   8842651.04
2014  40-44    4715753.69   4862244.29   9577997.98
2014  45-49    4132110.38   4218066.28   8350176.66
2014  50-54    3803850.88   3837368.41   7641219.29
2014  55-59    3849588.88   3819777.43   7669366.31
2014  60-64    4832243.04   4661538.87   9493781.91
2014  65-69    4529178.54   4217754.34   8746932.88
2014  70-74    4089615.05   3563028.76   7652643.81
2014  75-79    3491095.54   2748661.89   6239757.43
2014  80-84    2866197.90   1878207.87   4744405.77
2014  85-89    1937620.63    961487.47   2899108.10
2014  90-94     923179.36    279072.93   1202252.29
2014  95-99     267681.03     58013.94    325694.97
2014 100-104     44598.68      6636.42     51235.10
2014 105-109      2853.40       241.12      3094.52
2014 110+           86.00         8.00        94.00
2015   0        479741.95    505714.75    985456.70
2015   1-4     1993056.75   2090717.82   4083774.57
2015   5-9     2575261.56   2702467.00   5277728.56
2015  10-14    2769292.63   2912147.44   5681440.07
2015  15-19    2901673.28   3062795.62   5964468.90
2015  20-24    2887303.95   3029541.36   5916845.31
2015  25-29    3156832.49   3283178.64   6440011.13
2015  30-34    3585666.14   3702913.34   7288579.48
2015  35-39    4164074.10   4304982.71   8469056.81
2015  40-44    4775882.61   4928619.24   9704501.85
2015  45-49    4210761.85   4305660.79   8516422.64
2015  50-54    3851621.62   3893736.38   7745358.00
2015  55-59    3798409.58   3771561.88   7569971.46
2015  60-64    4469489.25   4332853.76   8802343.01
2015  65-69    4797498.91   4486990.20   9284489.11
2015  70-74    4215635.14   3672384.37   7888019.51
2015  75-79    3482959.99   2763937.42   6246897.41
2015  80-84    2912665.77   1930675.57   4843341.34
2015  85-89    2014436.00   1014799.29   3029235.29
2015  90-94     979013.61    307909.64   1286923.25
2015  95-99     279170.71     59569.49    338740.20
2015 100-104     47705.41      7230.77     54936.18
2015 105-109      3077.59       307.14      3384.73
2015 110+          100.00         6.00       106.00
2016   0        466112.07    486816.75    952928.82
2016   1-4     1947347.43   2039339.35   3986686.78
2016   5-9     2571958.58   2703062.93   5275021.51
2016  10-14    2701626.13   2837124.61   5538750.74
2016  15-19    2910610.60   3073891.85   5984502.45
2016  20-24    2879107.10   3024930.80   5904037.90
2016  25-29    3065348.18   3188415.52   6253763.70
2016  30-34    3518704.19   3631826.82   7150531.01
2016  35-39    4012681.61   4147758.58   8160440.19
2016  40-44    4754066.18   4907585.46   9661651.64
2016  45-49    4260201.46   4368841.14   8629042.60
2016  50-54    3959012.87   4007260.56   7966273.43
2016  55-59    3752887.77   3728791.38   7481679.15
2016  60-64    4246419.69   4120573.48   8366993.17
2016  65-69    5098932.14   4786856.10   9885788.24
2016  70-74    4065010.45   3539286.67   7604297.12
2016  75-79    3516187.99   2811616.07   6327804.06
2016  80-84    3004071.89   2019875.27   5023947.16
2016  85-89    2072227.46   1064589.93   3136817.39
2016  90-94    1037719.03    340916.32   1378635.35
2016  95-99     304403.60     64292.02    368695.62
2016 100-104     50287.82      7510.11     57797.93
2016 105-109      3328.84       329.11      3657.95
2016 110+           90.00         5.00        95.00
2017   0        473250.90    499763.45    973014.35
2017   1-4     1919413.15   2010813.91   3930227.06
2017   5-9     2556546.40   2686797.39   5243343.79
2017  10-14    2660264.71   2794526.13   5454790.84
2017  15-19    2889504.83   3041921.90   5931426.73
2017  20-24    2893115.39   3038198.75   5931314.14
2017  25-29    3002711.71   3125183.20   6127894.91
2017  30-34    3449693.07   3567062.96   7016756.03
2017  35-39    3871224.02   4003727.53   7874951.55
2017  40-44    4672677.13   4825846.54   9498523.67
2017  45-49    4565528.87   4681175.07   9246703.94
2017  50-54    3851280.27   3910481.66   7761761.93
2017  55-59    3731092.70   3715094.10   7446186.80
2017  60-64    4057141.13   3948816.40   8005957.53
2017  65-69    5252839.51   4923914.62  10176754.13
2017  70-74    3925489.90   3430736.96   7356226.86
2017  75-79    3640093.12   2922865.61   6562958.73
2017  80-84    3065284.52   2085263.47   5150547.99
2017  85-89    2134053.19   1108858.34   3242911.53
2017  90-94    1095432.63    379608.05   1475040.68
2017  95-99     328141.28     67926.79    396068.07
2017 100-104     52520.03      7533.92     60053.95
2017 105-109      3603.45       354.12      3957.57
2017 110+           90.00         5.00        95.00
2018   0        459161.25    481532.77    940694.02
2018   1-4     1903269.19   1998556.09   3901825.28
2018   5-9     2534565.00   2661352.28   5195917.28
2018  10-14    2627689.84   2762332.94   5390022.78
2018  15-19    2860922.26   3008730.62   5869652.88
2018  20-24    2907741.97   3046418.17   5954160.14
2018  25-29    2951268.79   3075072.49   6026341.28
2018  30-34    3372023.94   3494848.94   6866872.88
2018  35-39    3761773.58   3889772.18   7651545.76
2018  40-44    4528770.78   4680775.48   9209546.26
2018  45-49    4616276.49   4747893.79   9364170.28
2018  50-54    4011825.86   4071129.31   8082955.17
2018  55-59    3762551.62   3756515.91   7519067.53
2018  60-64    3875773.26   3780919.89   7656693.15
2018  65-69    5021971.04   4706646.16   9728617.20
2018  70-74    4144758.40   3650856.40   7795614.80
2018  75-79    3704101.40   2986013.91   6690115.31
2018  80-84    3134428.26   2155425.46   5289853.72
2018  85-89    2214063.37   1167326.89   3381390.26
2018  90-94    1149505.62    412943.02   1562448.64
2018  95-99     349206.42     71241.29    420447.71
2018 100-104     54790.47      7710.18     62500.65
2018 105-109      3801.44       364.58      4166.02
2018 110+          122.80         7.00       129.80
2019   0        444205.62    466996.80    911202.42
2019   1-4     1871577.75   1966486.90   3838064.65
2019   5-9     2506343.37   2630848.18   5137191.55
2019  10-14    2611623.11   2745123.91   5356747.02
2019  15-19    2818743.88   2964572.39   5783316.27
2019  20-24    2926657.54   3057068.05   5983725.59
2019  25-29    2902137.83   3027251.32   5929389.15
2019  30-34    3287644.29   3411962.12   6699606.41
2019  35-39    3672824.03   3800162.89   7472986.92
2019  40-44    4351613.25   4502964.00   8854577.25
2019  45-49    4715404.64   4853777.92   9569182.56
2019  50-54    4113849.83   4182215.73   8296065.56
2019  55-59    3772736.41   3776358.87   7549095.28
2019  60-64    3794883.22   3712336.84   7507220.06
2019  65-69    4721377.21   4428332.01   9149709.22
2019  70-74    4369054.99   3875134.33   8244189.32
2019  75-79    3857573.66   3107033.44   6964607.10
2019  80-84    3121833.40   2166725.56   5288558.96
2019  85-89    2273139.89   1216337.87   3489477.76
2019  90-94    1208473.94    447203.84   1655677.78
2019  95-99     374983.01     77856.63    452839.64
2019 100-104     56542.97      7821.38     64364.35
2019 105-109      4142.44       391.07      4533.51
2019 110+          124.01         6.00       130.01
2020   0        418551.15    438988.90    857540.05
2020   1-4     1832668.21   1923817.30   3756485.51
2020   5-9     2474719.01   2599334.81   5074053.82
2020  10-14    2591431.74   2723968.74   5315400.48
2020  15-19    2783939.36   2931248.63   5715187.99
2020  20-24    2904198.89   3023754.79   5927953.68
2020  25-29    2910022.13   3035773.55   5945795.68
2020  30-34    3183777.40   3310196.69   6493974.09
2020  35-39    3605574.90   3730833.48   7336408.38
2020  40-44    4172033.95   4319561.08   8491595.03
2020  45-49    4777376.91   4925585.84   9702962.75
2020  50-54    4196431.83   4273965.59   8470397.42
2020  55-59    3823981.27   3834520.44   7658501.71
2020  60-64    3746029.98   3667423.50   7413453.48
2020  65-69    4364183.38   4115690.11   8479873.49
2020  70-74    4629901.32   4126346.00   8756247.32
2020  75-79    3979284.33   3198625.36   7177909.69
2020  80-84    3123369.20   2183319.93   5306689.13
2020  85-89    2320508.75   1259237.67   3579746.42
2020  90-94    1261579.13    474833.65   1736412.78
2020  95-99     399770.17     87313.26    487083.43
2020 100-104     59190.43      8209.10     67399.53
2020 105-109      4487.90       417.24      4905.14
2020 110+          119.19         6.00       125.19
2021   0        396494.24    414707.29    811201.53
2021   1-4     1760460.32   1845764.57   3606224.89
2021   5-9     2448490.17   2569474.96   5017965.13
2021  10-14    2592726.88   2727703.93   5320430.81
2021  15-19    2718696.53   2865337.94   5584034.47
2021  20-24    2902841.37   3019746.58   5922587.95
2021  25-29    2909454.41   3032576.42   5942030.83
2021  30-34    3095696.66   3220553.71   6316250.37
2021  35-39    3538427.47   3662456.11   7200883.58
2021  40-44    4022311.97   4166868.63   8189180.60
2021  45-49    4754127.15   4906489.71   9660616.86
2021  50-54    4249576.83   4342052.04   8591628.87
2021  55-59    3932685.78   3946834.63   7879520.41
2021  60-64    3703561.95   3628672.75   7332234.70
2021  65-69    4145707.22   3915932.34   8061639.56
2021  70-74    4920153.90   4400997.29   9321151.19
2021  75-79    3834638.23   3075393.36   6910031.59
2021  80-84    3164755.93   2233759.51   5398515.44
2021  85-89    2413105.42   1332020.68   3745126.10
2021  90-94    1311149.28    505781.12   1816930.40
2021  95-99     433034.71     99806.85    532841.56
2021 100-104     67229.86      9283.57     76513.43
2021 105-109      4916.09       443.54      5359.63
2021 110+          141.43         2.00       143.43
2022   0        395219.93    415313.74    810533.67
2022   1-4     1693261.37   1772018.33   3465279.70
2022   5-9     2408520.12   2530458.18   4938978.30
2022  10-14    2570967.27   2703779.43   5274746.70
2022  15-19    2672549.08   2817758.23   5490307.31
2022  20-24    2884309.55   3004864.52   5889174.07
2022  25-29    2913770.69   3034526.41   5948297.10
2022  30-34    3026332.03   3147940.78   6174272.81
2022  35-39    3465930.60   3588804.59   7054735.19
2022  40-44    3877215.16   4015975.45   7893190.61
2022  45-49    4669101.06   4819441.45   9488542.51
2022  50-54    4549344.38   4648339.62   9197684.00
2022  55-59    3824301.72   3848449.26   7672750.98
2022  60-64    3682559.36   3612900.23   7295459.59
2022  65-69    3966923.82   3758525.93   7725449.75
2022  70-74    5066890.03   4526713.32   9593603.35
2022  75-79    3703412.26   2983538.70   6686950.96
2022  80-84    3279131.75   2331876.01   5611007.76
2022  85-89    2470902.92   1385130.57   3856033.49
2022  90-94    1353942.85    531023.78   1884966.63
2022  95-99     460781.83    112591.32    573373.15
2022 100-104     73678.28      9960.31     83638.59
