Japan, Deaths (5x1) Last modified:2023-12-05, ver.004_004 JMD(IPSS)

Year       Age          Female             Male            Total
1998      15-19            812.20          2066.68          2878.88
1998      20-24           1297.32          3246.18          4543.50
1998      25-29           1552.37          3452.45          5004.82
1998      30-34           1828.43          3588.65          5417.08
1998      35-39           2425.58          4586.90          7012.48
1998      40-44           3782.92          7264.39         11047.31
1998      45-49           7998.95         15702.26         23701.21
1998      50-54          10893.63         22518.07         33411.70
1998      55-59          13921.37         30523.39         44444.76
1998      60-64          19656.76         44509.45         64166.21
1998      65-69          28483.90         62357.47         90841.37
1998      70-74          40033.72         71835.72        111869.44
1998      75-79          55875.56         67281.85        123157.41
1998      80-84          75467.33         73947.42        149414.75
1998      85-89          83121.19         59845.26        142966.45
1998      90-94          52096.66         27281.21         79377.87
1998      95-99          18615.52          6905.91         25521.43
1998     100-104          2815.68           725.94          3541.62
1998     105-109           177.04            23.02           200.06
1998     110+               10.00             0.00            10.00
1999       0              1786.37          2226.92          4013.29
1999       1-4             672.14           886.15          1558.29
1999       5-9             332.08           462.61           794.69
1999      10-14            343.08           525.68           868.76
1999      15-19            784.16          1907.51          2691.67
1999      20-24           1233.26          3059.01          4292.27
1999      25-29           1571.32          3573.70          5145.02
1999      30-34           1887.39          3742.92          5630.31
1999      35-39           2295.48          4719.19          7014.67
1999      40-44           3714.76          7208.46         10923.22
1999      45-49           7363.53         14741.35         22104.88
1999      50-54          11123.32         23497.85         34621.17
1999      55-59          14792.09         32544.71         47336.80
1999      60-64          19643.08         43323.87         62966.95
1999      65-69          28965.01         62856.51         91821.52
1999      70-74          41546.65         76722.70        118269.35
1999      75-79          59300.34         72993.82        132294.16
1999      80-84          76645.93         76068.85        152714.78
1999      85-89          89104.53         64487.65        153592.18
1999      90-94          59378.35         30518.07         89896.42
1999      95-99          21249.43          7763.19         29012.62
1999     100-104          3303.68           904.17          4207.85
1999     105-109           213.04            42.04           255.08
1999     110+                4.00             1.00             5.00
2000       0              1723.39          2109.50          3832.89
2000       1-4             613.13           826.98          1440.11
2000       5-9             300.09           438.52           738.61
2000      10-14            251.06           493.60           744.66
2000      15-19            676.14          1723.04          2399.18
2000      20-24           1160.26          2878.41          4038.67
2000      25-29           1546.34          3274.90          4821.24
2000      30-34           1847.42          3753.46          5600.88
2000      35-39           2425.55          4626.50          7052.05
2000      40-44           3639.82          6848.13         10487.95
2000      45-49           6596.50         13156.62         19753.12
2000      50-54          11742.66         24131.63         35874.29
2000      55-59          14147.22         31885.83         46033.05
2000      60-64          18470.20         42264.16         60734.36
2000      65-69          28102.37         61034.43         89136.80
2000      70-74          40124.11         76503.78        116627.89
2000      75-79          57065.97         74034.85        131100.82
2000      80-84          73543.71         73620.36        147164.07
2000      85-89          86269.60         62804.53        149074.13
2000      90-94          60096.65         30866.63         90963.28
2000      95-99          21592.90          7651.09         29243.99
2000     100-104          3555.80           934.12          4489.92
2000     105-109           254.05            40.04           294.09
2000     110+                5.00             2.00             7.00
2001       0              1610.35          1991.20          3601.55
2001       1-4             592.14           745.82          1337.96
2001       5-9             290.09           419.47           709.56
2001      10-14            259.05           392.43           651.48
2001      15-19            654.16          1660.83          2314.99
2001      20-24           1058.23          2610.88          3669.11
2001      25-29           1436.30          3279.63          4715.93
2001      30-34           1877.40          3753.13          5630.53
2001      35-39           2323.52          4745.23          7068.75
2001      40-44           3472.77          6715.39         10188.16
2001      45-49           6164.34         12186.43         18350.77
2001      50-54          12319.66         25506.12         37825.78
2001      55-59          13319.90         30176.26         43496.16
2001      60-64          18038.93         40800.00         58838.93
2001      65-69          27730.02         59754.89         87484.91
2001      70-74          39781.66         77240.16        117021.82
2001      75-79          57211.44         78598.66        135810.10
2001      80-84          73750.04         72301.71        146051.75
2001      85-89          87233.97         63822.38        151056.35
2001      90-94          64775.08         32904.29         97679.37
2001      95-99          23126.04          8054.88         31180.92
2001     100-104          4229.93          1052.16          5282.09
2001     105-109           301.06            55.05           356.11
2001     110+                7.00             1.00             8.00
2002       0              1594.37          1904.98          3499.35
2002       1-4             568.14           681.71          1249.85
2002       5-9             320.09           410.42           730.51
2002      10-14            258.08           386.40           644.48
2002      15-19            651.16          1541.60          2192.76
2002      20-24           1001.21          2469.59          3470.80
2002      25-29           1366.31          3056.16          4422.47
2002      30-34           1934.46          3852.03          5786.49
2002      35-39           2381.55          4578.78          6960.33
2002      40-44           3345.77          6772.05         10117.82
2002      45-49           5643.29         11383.86         17027.15
2002      50-54          11715.71         24917.98         36633.69
2002      55-59          13346.08         30115.37         43461.45
2002      60-64          18179.19         40534.26         58713.45
2002      65-69          27074.24         58281.74         85355.98
2002      70-74          39498.10         77568.86        117066.96
2002      75-79          57065.15         83978.54        141043.69
2002      80-84          74484.16         73346.47        147830.63
2002      85-89          87286.10         64941.69        152227.79
2002      90-94          68895.88         34459.91        103355.79
2002      95-99          25246.82          8894.28         34141.10
2002     100-104          4905.13          1177.22          6082.35
2002     105-109           307.06            51.05           358.11
2002     110+                6.00             0.00             6.00
2003       0              1577.34          1788.95          3366.29
2003       1-4             539.12           615.67          1154.79
2003       5-9             293.09           370.40           663.49
2003      10-14            285.07           377.41           662.48
2003      15-19            672.14          1461.59          2133.73
2003      20-24            965.22          2321.54          3286.76
2003      25-29           1395.31          3189.47          4584.78
2003      30-34           1950.44          4076.43          6026.87
2003      35-39           2447.53          4757.17          7204.70
2003      40-44           3352.74          7041.64         10394.38
2003      45-49           5348.17         11239.23         16587.40
2003      50-54          10915.40         23634.70         34550.10
2003      55-59          13793.04         31569.34         45362.38
2003      60-64          18119.99         41388.01         59508.00
2003      65-69          26470.84         57706.76         84177.60
2003      70-74          39959.81         78969.87        118929.68
2003      75-79          57954.77         89617.46        147572.23
2003      80-84          77745.12         76484.16        154229.28
2003      85-89          90237.87         66422.23        156660.10
2003      90-94          74181.35         37275.53        111456.88
2003      95-99          29092.41         10020.90         39113.31
2003     100-104          5501.21          1352.46          6853.67
2003     105-109           398.08            59.06           457.14
2003     110+                9.00             6.00            15.00
2004       0              1406.33          1717.69          3124.02
2004       1-4             498.11           661.65          1159.76
2004       5-9             227.05           380.37           607.42
2004      10-14            225.06           364.36           589.42
2004      15-19            631.15          1298.29          1929.44
2004      20-24            976.22          2267.25          3243.47
2004      25-29           1325.32          2834.81          4160.13
2004      30-34           1919.44          4054.00          5973.44
2004      35-39           2563.61          4846.78          7410.39
2004      40-44           3322.77          6753.66         10076.43
2004      45-49           5353.23         10756.60         16109.83
2004      50-54          10281.40         21048.75         31330.15
2004      55-59          14665.44         31849.38         46514.82
2004      60-64          18811.40         42814.19         61625.59
2004      65-69          25702.99         55855.02         81558.01
2004      70-74          39194.13         78005.87        117200.00
2004      75-79          58087.55         94182.80        152270.35
2004      80-84          79849.64         80686.51        160536.15
2004      85-89          89739.94         65155.21        154895.15
2004      90-94          77428.06         38917.35        116345.41
2004      95-99          32404.57         11098.93         43503.50
2004     100-104          6408.48          1453.42          7861.90
2004     105-109           469.10            94.09           563.19
2004     110+               14.00             0.00            14.00
2005       0              1317.29          1642.53          2959.82
2005       1-4             494.10           650.61          1144.71
2005       5-9             246.06           409.39           655.45
2005      10-14            229.05           361.33           590.38
2005      15-19            582.13          1221.13          1803.26
2005      20-24           1067.23          2305.13          3372.36
2005      25-29           1283.29          2889.69          4172.98
2005      30-34           2037.45          3918.65          5956.10
2005      35-39           2554.56          4919.57          7474.13
2005      40-44           3432.74          6812.34         10245.08
2005      45-49           5178.11         10586.85         15764.96
2005      50-54           9420.06         19564.20         28984.26
2005      55-59          15349.33         34264.88         49614.21
2005      60-64          18859.11         43443.39         62302.50
2005      65-69          25573.59         55312.42         80886.01
2005      70-74          40635.88         80272.64        120908.52
2005      75-79          60037.13         99430.46        159467.59
2005      80-84          84701.51         89585.30        174286.81
2005      85-89          95295.82         70175.27        165471.09
2005      90-94          85001.57         42629.64        127631.21
2005      95-99          37686.24         12836.93         50523.17
2005     100-104          7262.58          1635.52          8898.10
2005     105-109           563.12           100.08           663.20
2005     110+               18.00             2.00            20.00
2006       0              1308.27          1557.12          2865.39
2006       1-4             476.10           600.43          1076.53
2006       5-9             265.06           347.24           612.30
2006      10-14            216.03           357.26           573.29
2006      15-19            572.12          1206.85          1778.97
2006      20-24            998.20          2171.55          3169.75
2006      25-29           1318.27          2631.88          3950.15
2006      30-34           1876.37          3750.71          5627.08
2006      35-39           2542.52          4848.47          7390.99
2006      40-44           3452.72          6617.76         10070.48
2006      45-49           5060.04         10245.35         15305.39
2006      50-54           8723.79         17663.71         26387.50
2006      55-59          15910.25         35186.29         51096.54
2006      60-64          17291.54         41008.47         58300.01
2006      65-69          25126.16         54196.97         79323.13
2006      70-74          39672.11         77737.90        117410.01
2006      75-79          59596.20         99738.72        159334.92
2006      80-84          84739.35         93741.42        178480.77
2006      85-89          97181.91         69642.08        166823.99
2006      90-94          87481.92         43054.97        130536.89
2006      95-99          40664.33         13329.58         53993.91
2006     100-104          7895.61          1630.18          9525.79
2006     105-109           691.14           104.06           795.20
2006     110+               21.00             1.00            22.00
2007       0              1294.23          1535.11          2829.34
2007       1-4             432.08           549.40           981.48
2007       5-9             238.02           314.20           552.22
2007      10-14            209.01           325.24           534.25
2007      15-19            512.10          1087.78          1599.88
2007      20-24            958.19          2092.51          3050.70
2007      25-29           1195.21          2447.76          3642.97
2007      30-34           1776.33          3636.63          5412.96
2007      35-39           2643.47          5039.63          7683.10
2007      40-44           3365.58          6703.86         10069.44
2007      45-49           5051.89          9922.17         14974.06
2007      50-54           8200.45         16374.83         24575.28
2007      55-59          15463.76         34340.86         49804.62
2007      60-64          17617.16         40920.62         58537.78
2007      65-69          25072.49         55065.85         80138.34
2007      70-74          39179.00         77551.12        116730.12
2007      75-79          59637.65        100217.51        159855.16
2007      80-84          86193.38        102209.99        188403.37
2007      85-89         101395.08         72082.16        173477.24
2007      90-94          90620.17         44178.97        134799.14
2007      95-99          44769.00         14232.29         59001.29
2007     100-104          8958.62          1858.35         10816.97
2007     105-109           744.14            94.06           838.20
2007     110+               23.00             3.00            26.00
2008       0              1310.23          1489.09          2799.32
2008       1-4             423.09           526.38           949.47
2008       5-9             239.01           318.23           557.24
2008      10-14            186.00           330.24           516.24
2008      15-19            558.11          1063.79          1621.90
2008      20-24            920.16          2058.49          2978.65
2008      25-29           1177.20          2446.79          3623.99
2008      30-34           1827.31          3457.52          5284.83
2008      35-39           2725.49          4968.61          7694.10
2008      40-44           3457.61          6581.78         10039.39
2008      45-49           4988.87          9693.04         14681.91
2008      50-54           7684.34         15649.40         23333.74
2008      55-59          14344.48         31827.18         46171.66
2008      60-64          18295.20         42505.91         60801.11
2008      65-69          24826.33         55709.54         80535.87
2008      70-74          39075.82         76771.88        115847.70
2008      75-79          60620.56        102815.82        163436.38
2008      80-84          89039.52        110047.09        199086.61
2008      85-89         106891.62         76295.52        183187.14
2008      90-94          94483.47         46151.59        140635.06
2008      95-99          49163.55         15620.37         64783.92
2008     100-104         10523.83          2238.63         12762.46
2008     105-109           903.14           143.09          1046.23
2008     110+               31.00             1.00            32.00
2009       0              1115.20          1442.27          2557.47
2009       1-4             410.08           494.44           904.52
2009       5-9             241.03           293.26           534.29
2009      10-14            205.00           282.26           487.26
2009      15-19            473.09           994.87          1467.96
2009      20-24            914.16          2047.81          2961.97
2009      25-29           1193.21          2370.09          3563.30
2009      30-34           1675.29          3258.87          4934.16
2009      35-39           2725.47          5065.45          7790.92
2009      40-44           3558.63          6823.02         10381.65
2009      45-49           4963.87          9629.47         14593.34
2009      50-54           7371.30         15329.52         22700.82
2009      55-59          12813.27         29148.69         41961.96
2009      60-64          18355.23         43292.18         61647.41
2009      65-69          25285.47         56821.11         82106.58
2009      70-74          36479.44         73118.47        109597.91
2009      75-79          58710.36        100859.93        159570.29
2009      80-84          88438.61        113082.73        201521.34
2009      85-89         109508.31         80494.96        190003.27
2009      90-94          94243.63         45559.18        139802.81
2009      95-99          51581.10         16241.31         67822.41
2009     100-104         11503.03          2272.00         13775.03
2009     105-109          1016.18           115.10          1131.28
2009     110+               42.00             5.00            47.00
2010       0              1095.25          1356.09          2451.34
2010       1-4             414.10           518.42           932.52
2010       5-9             219.04           261.21           480.25
2010      10-14            203.03           350.27           553.30
2010      15-19            481.11           941.76          1422.87
2010      20-24            791.20          1963.59          2754.79
2010      25-29           1025.24          2413.94          3439.18
2010      30-34           1660.39          3179.55          4839.94
2010      35-39           2688.61          4870.92          7559.53
2010      40-44           3533.80          6634.33         10168.13
2010      45-49           4967.12          9573.70         14540.82
2010      50-54           7377.68         14649.80         22027.48
2010      55-59          12194.76         27155.86         39350.62
2010      60-64          19945.53         46192.18         66137.71
2010      65-69          25624.84         57514.28         83139.12
2010      70-74          36786.37         73529.16        110315.53
2010      75-79          60428.73        102756.69        163185.42
2010      80-84          91476.80        119897.49        211374.29
2010      85-89         117408.67         89977.42        207386.09
2010      90-94         102783.36         49238.63        152021.99
2010      95-99          57551.07         17863.39         75414.46
2010     100-104         13520.06          2719.19         16239.25
2010     105-109          1101.26           140.10          1241.36
2010     110+               35.00             3.00            38.00
2011       0              1195.19          1270.51          2465.70
2011       1-4             554.56           605.73          1160.29
2011       5-9             345.34           404.49           749.83
2011      10-14            286.29           442.52           728.81
2011      15-19            609.60          1132.35          1741.95
2011      20-24            976.98          1990.39          2967.37
2011      25-29           1293.31          2393.87          3687.18
2011      30-34           1776.76          3144.75          4921.51
2011      35-39           2987.98          4984.94          7972.92
2011      40-44           4088.06          7114.46         11202.52
2011      45-49           5507.47          9488.29         14995.76
2011      50-54           7653.61         14808.66         22462.27
2011      55-59          12261.20         25236.09         37497.29
2011      60-64          22323.19         49878.47         72201.66
2011      65-69          25526.39         56628.54         82154.93
2011      70-74          37989.75         75250.74        113240.49
2011      75-79          62583.24        105312.59        167895.83
2011      80-84          95960.39        124394.35        220354.74
2011      85-89         124278.54         98755.77        223034.31
2011      90-94         110702.04         51493.42        162195.46
2011      95-99          61074.72         18771.40         79846.12
2011     100-104         15238.13          2898.48         18136.61
2011     105-109          1269.27           139.15          1408.42
2011     110+               44.03             2.00            46.03
2012       0              1077.21          1222.81          2300.02
2012       1-4             419.08           458.30           877.38
2012       5-9             205.02           292.19           497.21
2012      10-14            206.02           303.20           509.22
2012      15-19            449.09           920.60          1369.69
2012      20-24            697.11          1780.17          2477.28
2012      25-29           1023.19          2181.42          3204.61
2012      30-34           1418.27          2648.75          4067.02
2012      35-39           2397.45          4410.90          6808.35
2012      40-44           3680.70          6670.40         10351.10
2012      45-49           4821.93          9024.97         13846.90
2012      50-54           7142.37         13638.01         20780.38
2012      55-59          10600.04         22632.93         33232.97
2012      60-64          20228.86         47297.17         67526.03
2012      65-69          24624.72         55577.63         80202.35
2012      70-74          37024.08         74539.13        111563.21
2012      75-79          60827.65        103596.28        164423.93
2012      80-84          96098.40        125547.73        221646.13
2012      85-89         128415.58        106607.25        235022.83
2012      90-94         117397.46         53560.30        170957.76
2012      95-99          64284.30         19419.80         83704.10
2012     100-104         16344.13          3021.98         19366.11
2012     105-109          1396.27           171.11          1567.38
2012     110+               54.00             3.00            57.00
2013       0               992.16          1193.77          2185.93
2013       1-4             348.05           425.28           773.33
2013       5-9             184.00           269.17           453.17
2013      10-14            183.00           284.17           467.17
2013      15-19            392.08           876.58          1268.66
2013      20-24            697.11          1727.12          2424.23
2013      25-29            884.14          2011.29          2895.43
2013      30-34           1376.23          2534.64          3910.87
2013      35-39           2275.37          4163.69          6439.06
2013      40-44           3609.59          6519.22         10128.81
2013      45-49           5008.84          9050.86         14059.70
2013      50-54           7073.16         13517.78         20590.94
2013      55-59          10123.66         21256.77         31380.43
2013      60-64          19310.20         43653.30         62963.50
2013      65-69          25418.21         57118.03         82536.24
2013      70-74          36612.04         74861.51        111473.55
2013      75-79          59507.85        101843.01        161350.86
2013      80-84          96900.05        127357.54        224257.59
2013      85-89         131500.78        112639.01        244139.79
2013      90-94         122537.29         54910.61        177447.90
2013      95-99          66085.94         19220.45         85306.39
2013     100-104         17196.85          3068.99         20265.84
2013     105-109          1484.24           178.11          1662.35
2013     110+               52.00             4.00            56.00
2014       0               970.16          1110.62          2080.78
2014       1-4             371.06           432.24           803.30
2014       5-9             184.00           276.15           460.15
2014      10-14            183.00           318.17           501.17
2014      15-19            365.07           840.46          1205.53
2014      20-24            655.10          1665.93          2321.03
2014      25-29            912.15          1962.10          2874.25
2014      30-34           1322.21          2575.44          3897.65
2014      35-39           2164.35          3717.08          5881.43
2014      40-44           3616.60          6452.61         10069.21
2014      45-49           4976.82          8754.90         13731.72
2014      50-54           6888.14         12961.24         19849.38
2014      55-59          10041.66         20288.34         30330.00
2014      60-64          17743.93         39593.13         57337.06
2014      65-69          26129.32         59101.03         85230.35
2014      70-74          37572.20         77343.23        114915.43
2014      75-79          57731.51         99116.39        156847.90
2014      80-84          95443.73        125693.25        221136.98
2014      85-89         132793.89        117021.39        249815.28
2014      90-94         127487.01         58692.81        186179.82
2014      95-99          65107.73         19031.62         84139.35
2014     100-104         18306.01          3219.80         21525.81
2014     105-109          1670.28           166.10          1836.38
2014     110+               49.00             6.00            55.00
2015       0               874.13          1042.56          1916.69
2015       1-4             345.05           431.25           776.30
2015       5-9             199.00           253.13           452.13
2015      10-14            203.00           267.13           470.13
2015      15-19            384.07           836.45          1220.52
2015      20-24            586.10          1515.82          2101.92
2015      25-29            830.12          1786.96          2617.08
2015      30-34           1225.21          2326.26          3551.47
2015      35-39           1947.31          3456.85          5404.16
2015      40-44           3556.56          6217.35          9773.91
2015      45-49           4884.75          8660.67         13545.42
2015      50-54           6880.07         12844.89         19724.96
2015      55-59           9277.45         19471.49         28748.94
2015      60-64          16080.51         36161.47         52241.98
2015      65-69          26868.18         61458.09         88326.27
2015      70-74          37418.81         76959.45        114378.26
2015      75-79          56512.78         97020.25        153533.03
2015      80-84          95715.90        126831.29        222547.19
2015      85-89         135475.07        120880.09        256355.16
2015      90-94         132607.62         64633.81        197241.43
2015      95-99          70825.01         19927.73         90752.74
2015     100-104         19211.99          3528.90         22740.89
2015     105-109          1799.29           212.12          2011.41
2015     110+               74.00             4.00            78.00
2016       0               949.13           980.49          1929.62
2016       1-4             319.04           372.19           691.23
2016       5-9             162.00           229.12           391.12
2016      10-14            187.00           254.12           441.12
2016      15-19            350.04           816.40          1166.44
2016      20-24            612.10          1471.72          2083.82
2016      25-29            766.10          1714.87          2480.97
2016      30-34           1128.17          2228.11          3356.28
2016      35-39           1913.27          3283.65          5196.92
2016      40-44           3430.48          5838.92          9269.40
2016      45-49           5037.71          8892.46         13930.17
2016      50-54           6956.98         12537.28         19494.26
2016      55-59           9269.31         19080.56         28349.87
2016      60-64          14765.10         33490.78         48255.88
2016      65-69          28437.05         65141.63         93578.68
2016      70-74          35306.02         72584.35        107890.37
2016      75-79          55927.95         97176.65        153104.60
2016      80-84          95821.63        128080.14        223901.77
2016      85-89         136076.35        124642.40        260718.75
2016      90-94         138680.72         70821.46        209502.18
2016      95-99          74697.61         21290.67         95988.28
2016     100-104         20354.89          3760.88         24115.77
2016     105-109          1999.29           250.12          2249.41
2016     110+               64.00             7.00            71.00
2017       0               832.12           930.51          1762.63
2017       1-4             326.04           367.20           693.24
2017       5-9             142.00           209.10           351.10
2017      10-14            161.00           276.14           437.14
2017      15-19            351.05           810.46          1161.51
2017      20-24            556.10          1469.80          2025.90
2017      25-29            729.10          1548.84          2277.94
2017      30-34           1100.16          2155.17          3255.33
2017      35-39           1675.23          3076.67          4751.90
2017      40-44           3314.48          5506.99          8821.47
2017      45-49           5077.74          8947.85         14025.59
2017      50-54           6716.98         12353.71         19070.69
2017      55-59           9022.30         18517.06         27539.36
2017      60-64          13803.99         31127.90         44931.89
2017      65-69          28194.08         64285.89         92479.97
2017      70-74          34878.04         74316.35        109194.39
2017      75-79          56228.11         99657.10        155885.21
2017      80-84          96293.93        129991.57        226285.50
2017      85-89         140330.30        129857.51        270187.81
2017      90-94         145076.99         78412.58        223489.57
2017      95-99          81263.75         22862.41        104126.16
2017     100-104         21435.10          3839.12         25274.22
2017     105-109          2214.31           246.13          2460.44
2017     110+               74.00             4.00            78.00
2018       0               816.12           932.40          1748.52
2018       1-4             311.03           334.15           645.18
2018       5-9             157.00           206.11           363.11
2018      10-14            197.00           266.12           463.12
2018      15-19            396.05           747.32          1143.37
2018      20-24            600.10          1406.61          2006.71
2018      25-29            698.10          1518.67          2216.77
2018      30-34           1049.15          2065.90          3115.05
2018      35-39           1655.23          2956.29          4611.52
2018      40-44           3095.44          5245.30          8340.74
2018      45-49           5244.73          8760.82         14005.55
2018      50-54           6909.96         12587.52         19497.48
2018      55-59           9073.28         18318.02         27391.30
2018      60-64          13346.88         30015.13         43362.01
2018      65-69          26440.72         59962.23         86402.95
2018      70-74          36728.14         77839.08        114567.22
2018      75-79          57128.00        101200.30        158328.30
2018      80-84          95542.39        129666.75        225209.14
2018      85-89         143323.10        133454.40        276777.50
2018      90-94         150878.16         83835.68        234713.84
2018      95-99          85439.97         23791.41        109231.38
2018     100-104         22015.10          3785.65         25800.75
2018     105-109          2202.30           239.09          2441.39
2018     110+               84.00             3.00            87.00
2019       0               762.14           892.46          1654.60
2019       1-4             328.06           337.17           665.23
2019       5-9             170.01           209.10           379.11
2019      10-14            190.01           236.11           426.12
2019      15-19            406.10           771.41          1177.51
2019      20-24            612.10          1430.73          2042.83
2019      25-29            683.11          1372.71          2055.82
2019      30-34           1017.19          1962.00          2979.19
2019      35-39           1626.31          2852.45          4478.76
2019      40-44           2924.55          4891.47          7816.02
2019      45-49           5222.96          8806.48         14029.44
2019      50-54           6900.29         12652.42         19552.71
2019      55-59           9117.69         18283.28         27400.97
2019      60-64          12936.40         29225.84         42162.24
2019      65-69          24254.52         55268.06         79522.58
2019      70-74          37392.95         80620.92        118013.87
2019      75-79          58645.87        105186.37        163832.24
2019      80-84          93842.41        128573.23        222415.64
2019      85-89         143641.65        135463.74        279105.39
2019      90-94         157121.16         88469.89        245591.05
2019      95-99          90855.86         25846.11        116701.97
2019     100-104         22510.18          3777.93         26288.11
2019     105-109          2407.45           284.14          2691.59
2019     110+              103.00             7.00           110.00
2020       0               712.11           800.38          1512.49
2020       1-4             192.02           275.14           467.16
2020       5-9             155.00           151.10           306.10
2020      10-14            180.00           246.12           426.12
2020      15-19            446.07           816.39          1262.46
2020      20-24            695.10          1485.70          2180.80
2020      25-29            757.10          1491.71          2248.81
2020      30-34            941.13          1961.94          2903.07
2020      35-39           1633.26          2764.32          4397.58
2020      40-44           2858.46          4822.27          7680.73
2020      45-49           5217.79          8898.21         14116.00
2020      50-54           7126.10         12693.00         19819.10
2020      55-59           9028.38         18502.76         27531.14
2020      60-64          12469.94         28059.29         40529.23
2020      65-69          22004.41         50993.18         72997.59
2020      70-74          39217.08         84928.26        124145.34
2020      75-79          57766.95        104427.49        162194.44
2020      80-84          90665.02        125934.69        216599.71
2020      85-89         140669.77        135923.42        276593.19
2020      90-94         155328.03         89954.63        245282.66
2020      95-99          91922.21         27484.02        119406.23
2020     100-104         23368.62          3937.88         27306.50
2020     105-109          2479.38           272.13          2751.51
2020     110+               87.00            10.00            97.00
2021       0               637.09           762.34          1399.43
2021       1-4             228.02           256.12           484.14
2021       5-9             136.00           194.10           330.10
2021      10-14            197.01           244.11           441.12
2021      15-19            448.08           756.33          1204.41
2021      20-24            743.10          1440.65          2183.75
2021      25-29            795.10          1527.68          2322.78
2021      30-34           1025.13          1838.81          2863.94
2021      35-39           1521.22          2773.21          4294.43
2021      40-44           2711.38          4444.95          7156.33
2021      45-49           4965.72          8715.84         13681.56
2021      50-54           7449.07         13505.94         20955.01
2021      55-59           9130.32         18674.22         27804.54
2021      60-64          12373.79         27734.21         40108.00
2021      65-69          21172.07         48378.30         69550.37
2021      70-74          42769.21         93093.98        135863.19
2021      75-79          56631.23        102293.05        158924.28
2021      80-84          93105.53        132151.16        225256.69
2021      85-89         147958.50        144490.61        292449.11
2021      90-94         166481.18         97769.05        264250.23
2021      95-99         101756.80         32307.24        134064.04
2021     100-104         26551.86          4514.00         31065.86
2021     105-109          2821.42           270.11          3091.53
2021     110+              106.01             5.00           111.01
2022       0               621.07           735.32          1356.39
2022       1-4             235.01           260.12           495.13
2022       5-9             144.00           167.09           311.09
2022      10-14            189.00           233.10           422.10
2022      15-19            488.06           777.34          1265.40
2022      20-24            745.10          1401.61          2146.71
2022      25-29            806.10          1451.61          2257.71
2022      30-34           1022.10          1797.75          2819.85
2022      35-39           1660.20          2755.19          4415.39
2022      40-44           2721.31          4551.97          7273.28
2022      45-49           5172.59          8675.76         13848.35
2022      50-54           7732.87         14075.09         21807.96
2022      55-59           9487.08         19164.29         28651.37
2022      60-64          13105.50         28881.50         41987.00
2022      65-69          20870.39         47857.71         68728.10
2022      70-74          44329.06         97055.99        141385.05
2022      75-79          60243.90        110002.60        170246.50
2022      80-84         102770.75        144790.67        247561.42
2022      85-89         161061.42        159673.12        320734.54
2022      90-94         185159.16        110792.95        295952.11
2022      95-99         116486.33         38708.76        155195.09
2022     100-104         31246.56          5255.28         36501.84
2022     105-109          3194.36           347.14          3541.50
2022     110+              138.01             8.00           146.01
